Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality,Reduction
T20,50000,26,178.2456901,0.3,-1882.88618,3,2014,TRUE,2,2
T20,50000,35,283.0756717,0.3,-1156.066129,3,2014,TRUE,2,2
T20,50000,45,953.7203871,0.3,1047.302861,3,2014,TRUE,2,2
T20,50000,55,3037.392331,0.3,5830.192715,3,2014,TRUE,2,2
T20,100000,26,262.3287456,0.3,-1255.845214,3,2014,TRUE,2,2
T20,100000,35,520.7365903,0.3,-344.4468115,3,2014,TRUE,2,2
T20,100000,45,1812.941543,0.3,3964.605907,3,2014,TRUE,2,2
T20,100000,55,5966.398508,0.3,13546.63957,3,2014,TRUE,2,2
T20,250000,26,514.966477,0.3,-343.9898461,3,2014,TRUE,2,2
T20,250000,35,1160.339248,0.3,1935.541914,3,2014,TRUE,2,2
T20,250000,45,4390.605011,0.3,12716.51505,3,2014,TRUE,2,2
T20,250000,55,14753.41704,0.3,36695.98012,3,2014,TRUE,2,2
T20,500000,26,936.0293628,0.3,1175.7691,3,2014,TRUE,2,2
T20,500000,35,2226.343677,0.3,5735.523123,3,2014,TRUE,2,2
T20,500000,45,8686.710791,0.3,27303.03028,3,2014,TRUE,2,2
T20,500000,55,29398.44793,0.3,75278.21437,3,2014,TRUE,2,2
T20,1000000,26,1778.155134,0.3,4215.286992,3,2014,TRUE,2,2
T20,1000000,35,4358.352536,0.3,13335.48554,3,2014,TRUE,2,2
T20,1000000,45,17278.92235,0.3,56476.06074,3,2014,TRUE,2,2
T20,1000000,55,58688.5097,0.3,152442.6829,3,2014,TRUE,2,2
T20,2000000,26,3462.406677,0.3,10294.32278,3,2014,TRUE,2,2
T20,2000000,35,8622.370253,0.3,28535.41038,3,2014,TRUE,2,2
T20,2000000,45,34463.34547,0.3,114822.1217,3,2014,TRUE,2,2
T20,2000000,55,117268.6332,0.3,306771.6199,3,2014,TRUE,2,2
SPWL,50000,26,2787.536984,0.3,-1244.37,3,2014,TRUE,2,2
SPWL,50000,35,4860.55978,0.3,-570.67,3,2014,TRUE,2,2
SPWL,50000,45,10899.94284,0.3,1361.12,3,2014,TRUE,2,2
SPWL,50000,55,21313.04732,0.3,4490.01,3,2014,TRUE,2,2
SPWL,100000,26,4608.070368,0.3,-628.87,3,2014,TRUE,2,2
SPWL,100000,35,8770.130166,0.3,723.78,3,2014,TRUE,2,2
SPWL,100000,45,20900.70835,0.3,4604.17,3,2014,TRUE,2,2
SPWL,100000,55,41839.49054,0.3,10897.30,3,2014,TRUE,2,2
SPWL,250000,26,10069.67052,0.3,1217.65,3,2014,TRUE,2,2
SPWL,250000,35,20498.84132,0.3,4607.12,3,2014,TRUE,2,2
SPWL,250000,45,50903.00488,0.3,14333.34,3,2014,TRUE,2,2
SPWL,250000,55,103418.8202,0.3,30119.19,3,2014,TRUE,2,2
SPWL,500000,26,19172.33744,0.3,4295.18,3,2014,TRUE,2,2
SPWL,500000,35,40046.69325,0.3,11079.35,3,2014,TRUE,2,2
SPWL,500000,45,100906.8324,0.3,30548.61,3,2014,TRUE,2,2
SPWL,500000,55,206051.0364,0.3,62155.67,3,2014,TRUE,2,2
SPWL,1000000,26,37377.67127,0.3,10450.25,3,2014,TRUE,2,2
SPWL,1000000,35,79142.39712,0.3,24023.82,3,2014,TRUE,2,2
SPWL,1000000,45,200914.4875,0.3,62979.17,3,2014,TRUE,2,2
SPWL,1000000,55,411315.4686,0.3,126228.63,3,2014,TRUE,2,2
SPWL,2000000,26,73788.33895,0.3,22760.37,3,2014,TRUE,2,2
SPWL,2000000,35,157333.8048,0.3,49912.75,3,2014,TRUE,2,2
SPWL,2000000,45,400929.7977,0.3,127840.27,3,2014,TRUE,2,2
SPWL,2000000,55,821844.3332,0.3,254374.56,3,2014,TRUE,2,2
