Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality
T20,50000,26,250.1076478,0.4,850.7667673,3,2004,FALSE,3
T20,50000,35,251.9038549,0.4,895.3549344,3,2004,FALSE,3
T20,50000,45,293.396735,0.4,1037.263369,3,2004,FALSE,3
T20,50000,55,400.9614957,0.4,1397.685606,3,2004,FALSE,3
T20,100000,26,402.6399502,0.4,1369.621009,3,2004,FALSE,3
T20,100000,35,434.3377398,0.4,1474.812162,3,2004,FALSE,3
T20,100000,45,493.447581,0.4,1744.515324,3,2004,FALSE,3
T20,100000,55,707.9532461,0.4,2467.808186,3,2004,FALSE,3
T20,250000,26,860.5229469,0.4,2927.156896,3,2004,FALSE,3
T20,250000,35,939.6452903,0.4,3190.605318,3,2004,FALSE,3
T20,250000,45,1093.600119,0.4,3866.27119,3,2004,FALSE,3
T20,250000,55,1628.928497,0.4,5678.175929,3,2004,FALSE,3
T20,500000,26,1623.661275,0.4,5523.050041,3,2004,FALSE,3
T20,500000,35,1781.824541,0.4,6050.260577,3,2004,FALSE,3
T20,500000,45,2093.854349,0.4,7402.530966,3,2004,FALSE,3
T20,500000,55,3163.887249,0.4,11028.78883,3,2004,FALSE,3
T20,1000000,26,3149.937931,0.4,10714.83633,3,2004,FALSE,3
T20,1000000,35,3466.183043,0.4,11769.5711,3,2004,FALSE,3
T20,1000000,45,4094.36281,0.4,14475.05052,3,2004,FALSE,3
T20,1000000,55,6233.804753,0.4,21730.01464,3,2004,FALSE,3
T20,2000000,26,6202.491242,0.4,21098.40891,3,2004,FALSE,3
T20,2000000,35,6834.900046,0.4,23208.19213,3,2004,FALSE,3
T20,2000000,45,8095.379731,0.4,28620.08962,3,2004,FALSE,3
T20,2000000,55,12373.63976,0.4,43132.46625,3,2004,FALSE,3
SPWL,50000,26,2812.046873,0.4,1012.34,3,2004,FALSE,3
SPWL,50000,35,3178.657103,0.4,1144.32,3,2004,FALSE,3
SPWL,50000,45,4120.559726,0.4,1483.40,3,2004,FALSE,3
SPWL,50000,55,6266.435133,0.4,2255.92,3,2004,FALSE,3
SPWL,100000,26,4625.470095,0.4,1665.17,3,2004,FALSE,3
SPWL,100000,35,5361.719655,0.4,1930.22,3,2004,FALSE,3
SPWL,100000,45,7253.53995,0.4,2611.27,3,2004,FALSE,3
SPWL,100000,55,11564.1508,0.4,4163.09,3,2004,FALSE,3
SPWL,250000,26,10065.73976,0.4,3623.67,3,2004,FALSE,3
SPWL,250000,35,11910.90731,0.4,4287.93,3,2004,FALSE,3
SPWL,250000,45,16652.48062,0.4,5994.89,3,2004,FALSE,3
SPWL,250000,55,27457.29779,0.4,9884.63,3,2004,FALSE,3
SPWL,500000,26,19132.85587,0.4,6887.83,3,2004,FALSE,3
SPWL,500000,35,22826.22007,0.4,8217.44,3,2004,FALSE,3
SPWL,500000,45,32317.38173,0.4,11634.26,3,2004,FALSE,3
SPWL,500000,55,53945.87611,0.4,19420.52,3,2004,FALSE,3
SPWL,1000000,26,37267.08809,0.4,13416.15,3,2004,FALSE,3
SPWL,1000000,35,44656.8456,0.4,16076.46,3,2004,FALSE,3
SPWL,1000000,45,63647.18396,0.4,22912.99,3,2004,FALSE,3
SPWL,1000000,55,106923.0328,0.4,38492.29,3,2004,FALSE,3
SPWL,2000000,26,73535.55252,0.4,26472.80,3,2004,FALSE,3
SPWL,2000000,35,88318.09664,0.4,31794.51,3,2004,FALSE,3
SPWL,2000000,45,126306.7884,0.4,45470.44,3,2004,FALSE,3
SPWL,2000000,55,212877.346,0.4,76635.84,3,2004,FALSE,3
