Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality,Reduction
T20,50000,26,133.0120448,0.4,-1401.368626,2,2004,TRUE,7,2
T20,50000,35,223.349545,0.4,-299.379235,2,2004,TRUE,7,2
T20,50000,45,884.5927175,0.4,4776.391195,2,2004,TRUE,7,2
T20,50000,55,2998.83634,0.4,17802.03976,2,2004,TRUE,7,2
T20,100000,26,217.3483476,0.4,-962.9382123,2,2004,TRUE,7,2
T20,100000,35,456.6646973,0.4,845.0166773,2,2004,TRUE,7,2
T20,100000,45,1721.117049,0.4,10702.57239,2,2004,TRUE,7,2
T20,100000,55,5942.094257,0.4,36725.05152,2,2004,TRUE,7,2
T20,250000,26,470.7243848,0.4,-671.4881463,2,2004,TRUE,7,2
T20,250000,35,1068.730489,0.4,3847.463742,2,2004,TRUE,7,2
T20,250000,45,4230.690044,0.4,28481.11598,2,2004,TRUE,7,2
T20,250000,55,14771.86801,0.4,93494.08678,2,2004,TRUE,7,2
T20,500000,26,893.0177803,0.4,-185.7380362,2,2004,TRUE,7,2
T20,500000,35,2088.840142,0.4,8851.542182,2,2004,TRUE,7,2
T20,500000,45,8413.311702,0.4,58112.02197,2,2004,TRUE,7,2
T20,500000,55,29488.1576,0.4,188109.1456,2,2004,TRUE,7,2
T20,1000000,26,1737.604571,0.4,785.762184,2,2004,TRUE,7,2
T20,1000000,35,4129.059448,0.4,18859.69906,2,2004,TRUE,7,2
T20,1000000,45,16778.55502,0.4,117373.8339,2,2004,TRUE,7,2
T20,1000000,55,58920.73677,0.4,377339.2631,2,2004,TRUE,7,2
T20,2000000,26,3426.778153,0.4,2728.762624,2,2004,TRUE,7,2
T20,2000000,35,8209.498059,0.4,38876.01283,2,2004,TRUE,7,2
T20,2000000,45,33509.04165,0.4,235897.4579,2,2004,TRUE,7,2
T20,2000000,55,117785.8951,0.4,755799.4982,2,2004,TRUE,7,2
SPWL,50000,26,2872.398062,0.4,5.84,2,2004,TRUE,7,2
SPWL,50000,35,5751.749237,0.4,3351.64,2,2004,TRUE,7,2
SPWL,50000,45,12618.76088,0.4,7841.38,2,2004,TRUE,7,2
SPWL,50000,55,22050.89141,0.4,12652.87,2,2004,TRUE,7,2
SPWL,100000,26,5245.606234,0.4,2477.27,2,2004,TRUE,7,2
SPWL,100000,35,11015.41973,0.4,6531.90,2,2004,TRUE,7,2
SPWL,100000,45,24782.4249,0.4,15534.30,2,2004,TRUE,7,2
SPWL,100000,55,43713.37744,0.4,25199.66,2,2004,TRUE,7,2
SPWL,250000,26,12365.23075,0.4,5924.26,2,2004,TRUE,7,2
SPWL,250000,35,26806.4312,0.4,16072.70,2,2004,TRUE,7,2
SPWL,250000,45,61273.41696,0.4,38613.08,2,2004,TRUE,7,2
SPWL,250000,55,108700.8355,0.4,62840.04,2,2004,TRUE,7,2
SPWL,500000,26,24231.27161,0.4,11669.25,2,2004,TRUE,7,2
SPWL,500000,35,53124.78365,0.4,31974.01,2,2004,TRUE,7,2
SPWL,500000,45,122091.7371,0.4,77077.70,2,2004,TRUE,7,2
SPWL,500000,55,217013.2657,0.4,125574.00,2,2004,TRUE,7,2
SPWL,1000000,26,47963.35333,0.4,23159.24,2,2004,TRUE,7,2
SPWL,1000000,35,105761.4885,0.4,63776.65,2,2004,TRUE,7,2
SPWL,1000000,45,243728.3773,0.4,154006.94,2,2004,TRUE,7,2
SPWL,1000000,55,433638.126,0.4,251041.92,2,2004,TRUE,7,2
SPWL,2000000,26,95427.51677,0.4,46139.20,2,2004,TRUE,7,2
SPWL,2000000,35,211034.8984,0.4,127381.93,2,2004,TRUE,7,2
SPWL,2000000,45,487001.6577,0.4,307865.43,2,2004,TRUE,7,2
SPWL,2000000,55,866887.8465,0.4,501977.77,2,2004,TRUE,7,2
