Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality
T20,50000,26,125.9157653,0.4,101.3302809,2,2024,FALSE,1
T20,50000,35,206.4822503,0.4,669.2703605,2,2024,FALSE,1
T20,50000,45,779.8376132,0.4,2376.37862,2,2024,FALSE,1
T20,50000,55,2783.246216,0.4,6582.28602,2,2024,FALSE,1
T20,100000,26,203.1517161,0.4,653.9425909,2,2024,FALSE,1
T20,100000,35,378.3199804,0.4,1209.091755,2,2024,FALSE,1
T20,100000,45,1509.817256,0.4,4600.826361,2,2024,FALSE,1
T20,100000,55,5509.243937,0.4,13029.18123,2,2024,FALSE,1
T20,250000,26,434.6260225,0.4,1399.055212,2,2024,FALSE,1
T20,250000,35,872.2845876,0.4,2787.777959,2,2024,FALSE,1
T20,250000,45,3699.756185,0.4,11274.16958,2,2024,FALSE,1
T20,250000,55,13687.2371,0.4,32369.86685,2,2024,FALSE,1
T20,500000,26,820.4165331,0.4,2640.90958,2,2024,FALSE,1
T20,500000,35,1695.558933,0.4,5418.921632,2,2024,FALSE,1
T20,500000,45,7349.654399,0.4,22396.40829,2,2024,FALSE,1
T20,500000,55,27317.22571,0.4,64604.34288,2,2024,FALSE,1
T20,1000000,26,1591.997554,0.4,5124.618317,2,2024,FALSE,1
T20,1000000,35,3342.107624,0.4,10681.20898,2,2024,FALSE,1
T20,1000000,45,14649.45083,0.4,44640.88569,2,2024,FALSE,1
T20,1000000,55,54577.20292,0.4,129073.295,2,2024,FALSE,1
T20,2000000,26,3135.159597,0.4,10092.03579,2,2024,FALSE,1
T20,2000000,35,6635.205006,0.4,21205.78367,2,2024,FALSE,1
T20,2000000,45,29249.04369,0.4,89129.8405,2,2024,FALSE,1
T20,2000000,55,109097.1573,0.4,258011.1991,2,2024,FALSE,1
SPWL,50000,26,1535.597976,0.4,552.82,2,2024,FALSE,1
SPWL,50000,35,2739.45332,0.4,986.20,2,2024,FALSE,1
SPWL,50000,45,6455.676705,0.4,2324.04,2,2024,FALSE,1
SPWL,50000,55,14978.76782,0.4,5392.36,2,2024,FALSE,1
SPWL,100000,26,2666.398725,0.4,959.90,2,2024,FALSE,1
SPWL,100000,35,5078.675398,0.4,1828.32,2,2024,FALSE,1
SPWL,100000,45,12525.81864,0.4,4509.29,2,2024,FALSE,1
SPWL,100000,55,29608.95086,0.4,10659.22,2,2024,FALSE,1
SPWL,250000,26,6058.800973,0.4,2181.17,2,2024,FALSE,1
SPWL,250000,35,12096.34163,0.4,4354.68,2,2024,FALSE,1
SPWL,250000,45,30736.24443,0.4,11065.05,2,2024,FALSE,1
SPWL,250000,55,73499.49996,0.4,26459.82,2,2024,FALSE,1
SPWL,500000,26,11712.80472,0.4,4216.61,2,2024,FALSE,1
SPWL,500000,35,23792.45202,0.4,8565.28,2,2024,FALSE,1
SPWL,500000,45,61086.95409,0.4,21991.30,2,2024,FALSE,1
SPWL,500000,55,146650.4151,0.4,52794.15,2,2024,FALSE,1
SPWL,1000000,26,23020.81221,0.4,8287.49,2,2024,FALSE,1
SPWL,1000000,35,47184.6728,0.4,16986.48,2,2024,FALSE,1
SPWL,1000000,45,121788.3734,0.4,43843.81,2,2024,FALSE,1
SPWL,1000000,55,292952.2455,0.4,105462.81,2,2024,FALSE,1
SPWL,2000000,26,45636.8272,0.4,16429.26,2,2024,FALSE,1
SPWL,2000000,35,93969.11435,0.4,33828.88,2,2024,FALSE,1
SPWL,2000000,45,243191.212,0.4,87548.84,2,2024,FALSE,1
SPWL,2000000,55,585555.9061,0.4,210800.13,2,2024,FALSE,1
