Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality
T20,50000,26,174.7512772,0.4,140.6304918,3,2024,FALSE,1
T20,50000,35,254.8068162,0.4,825.9046457,3,2024,FALSE,1
T20,50000,45,829.6955835,0.4,2528.3095,3,2024,FALSE,1
T20,50000,55,2840.494711,0.4,6717.676833,3,2024,FALSE,1
T20,100000,26,251.9872279,0.4,811.1434345,3,2024,FALSE,1
T20,100000,35,427.3302225,0.4,1365.72604,3,2024,FALSE,1
T20,100000,45,1559.675226,0.4,4752.757241,3,2024,FALSE,1
T20,100000,55,5566.492433,0.4,13164.57204,3,2024,FALSE,1
T20,250000,26,483.4615343,0.4,1556.256055,3,2024,FALSE,1
T20,250000,35,921.2948298,0.4,2944.412244,3,2024,FALSE,1
T20,250000,45,3749.614155,0.4,11426.10046,3,2024,FALSE,1
T20,250000,55,13744.4856,0.4,32505.25766,3,2024,FALSE,1
T20,500000,26,869.2520449,0.4,2798.110424,3,2024,FALSE,1
T20,500000,35,1744.569175,0.4,5575.555918,3,2024,FALSE,1
T20,500000,45,7399.51237,0.4,22548.33917,3,2024,FALSE,1
T20,500000,55,27374.4742,0.4,64739.73369,3,2024,FALSE,1
T20,1000000,26,1640.833066,0.4,5281.81916,3,2024,FALSE,1
T20,1000000,35,3391.117866,0.4,10837.84326,3,2024,FALSE,1
T20,1000000,45,14699.3088,0.4,44792.81657,3,2024,FALSE,1
T20,1000000,55,54634.45141,0.4,129208.6858,3,2024,FALSE,1
T20,2000000,26,3183.995109,0.4,10249.23663,3,2024,FALSE,1
T20,2000000,35,6684.215248,0.4,21362.41796,3,2024,FALSE,1
T20,2000000,45,29298.90166,0.4,89281.77138,3,2024,FALSE,1
T20,2000000,55,109154.4058,0.4,258146.5899,3,2024,FALSE,1
SPWL,50000,26,1940.395202,0.4,698.54,3,2024,FALSE,1
SPWL,50000,35,3139.684563,0.4,1130.29,3,2024,FALSE,1
SPWL,50000,45,6841.211478,0.4,2462.84,3,2024,FALSE,1
SPWL,50000,55,15327.35261,0.4,5517.85,3,2024,FALSE,1
SPWL,100000,26,3071.195952,0.4,1105.63,3,2024,FALSE,1
SPWL,100000,35,5478.90664,0.4,1972.41,3,2024,FALSE,1
SPWL,100000,45,12911.35341,0.4,4648.09,3,2024,FALSE,1
SPWL,100000,55,29957.53564,0.4,10784.71,3,2024,FALSE,1
SPWL,250000,26,6463.5982,0.4,2326.90,3,2024,FALSE,1
SPWL,250000,35,12496.57287,0.4,4498.77,3,2024,FALSE,1
SPWL,250000,45,31121.7792,0.4,11203.84,3,2024,FALSE,1
SPWL,250000,55,73848.08475,0.4,26585.31,3,2024,FALSE,1
SPWL,500000,26,12117.60195,0.4,4362.34,3,2024,FALSE,1
SPWL,500000,35,24192.68326,0.4,8709.37,3,2024,FALSE,1
SPWL,500000,45,61472.48886,0.4,22130.10,3,2024,FALSE,1
SPWL,500000,55,146998.9999,0.4,52919.64,3,2024,FALSE,1
SPWL,1000000,26,23425.60944,0.4,8433.22,3,2024,FALSE,1
SPWL,1000000,35,47584.90404,0.4,17130.57,3,2024,FALSE,1
SPWL,1000000,45,122173.9082,0.4,43982.61,3,2024,FALSE,1
SPWL,1000000,55,293300.8302,0.4,105588.30,3,2024,FALSE,1
SPWL,2000000,26,46041.62443,0.4,16574.98,3,2024,FALSE,1
SPWL,2000000,35,94369.34559,0.4,33972.96,3,2024,FALSE,1
SPWL,2000000,45,243576.7468,0.4,87687.63,3,2024,FALSE,1
SPWL,2000000,55,585904.4909,0.4,210925.62,3,2024,FALSE,1
