Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality
T20,50000,26,105.422887,0.4,88.5496143,1,2014,FALSE,1
T20,50000,35,188.5366944,0.4,651.009704,1,2014,FALSE,1
T20,50000,45,802.7427094,0.4,2593.827803,1,2014,FALSE,1
T20,50000,55,2866.672204,0.4,7092.09691,1,2014,FALSE,1
T20,100000,26,186.3176284,0.4,625.9875668,1,2014,FALSE,1
T20,100000,35,387.9747974,0.4,1293.437828,1,2014,FALSE,1
T20,100000,45,1581.198264,0.4,5109.178783,1,2014,FALSE,1
T20,100000,55,5705.364483,0.4,14114.97197,1,2014,FALSE,1
T20,250000,26,429.4083475,0.4,1442.720632,1,2014,FALSE,1
T20,250000,35,933.4131426,0.4,3111.830654,1,2014,FALSE,1
T20,250000,45,3916.564928,0.4,12655.23172,1,2014,FALSE,1
T20,250000,55,14221.44132,0.4,35183.59716,1,2014,FALSE,1
T20,500000,26,834.5595458,0.4,2803.942406,1,2014,FALSE,1
T20,500000,35,1842.477051,0.4,6142.485366,1,2014,FALSE,1
T20,500000,45,7808.842702,0.4,25231.98662,1,2014,FALSE,1
T20,500000,55,28414.90271,0.4,70297.97248,1,2014,FALSE,1
T20,1000000,26,1644.861943,0.4,5526.385956,1,2014,FALSE,1
T20,1000000,35,3660.604869,0.4,12203.79479,1,2014,FALSE,1
T20,1000000,45,15593.39825,0.4,50385.49643,1,2014,FALSE,1
T20,1000000,55,56801.8255,0.4,140526.7231,1,2014,FALSE,1
T20,2000000,26,3265.466736,0.4,10971.27306,1,2014,FALSE,1
T20,2000000,35,7296.860504,0.4,24326.41363,1,2014,FALSE,1
T20,2000000,45,31162.50934,0.4,100692.516,1,2014,FALSE,1
T20,2000000,55,113575.6711,0.4,280984.2244,1,2014,FALSE,1
SPWL,50000,26,1875.023746,0.4,675.01,1,2014,FALSE,1
SPWL,50000,35,3743.097588,0.4,1347.52,1,2014,FALSE,1
SPWL,50000,45,9255.192091,0.4,3331.87,1,2014,FALSE,1
SPWL,50000,55,19444.19289,0.4,6999.91,1,2014,FALSE,1
SPWL,100000,26,3517.912382,0.4,1266.45,1,2014,FALSE,1
SPWL,100000,35,7257.607573,0.4,2612.74,1,2014,FALSE,1
SPWL,100000,45,18293.1553,0.4,6585.54,1,2014,FALSE,1
SPWL,100000,55,38698.04451,0.4,13931.30,1,2014,FALSE,1
SPWL,250000,26,8446.578291,0.4,3040.77,1,2014,FALSE,1
SPWL,250000,35,17801.13753,0.4,6408.41,1,2014,FALSE,1
SPWL,250000,45,45407.04492,0.4,16346.54,1,2014,FALSE,1
SPWL,250000,55,96459.59938,0.4,34725.46,1,2014,FALSE,1
SPWL,500000,26,16661.02147,0.4,5997.97,1,2014,FALSE,1
SPWL,500000,35,35373.68745,0.4,12734.53,1,2014,FALSE,1
SPWL,500000,45,90596.86096,0.4,32614.87,1,2014,FALSE,1
SPWL,500000,55,192728.8575,0.4,69382.39,1,2014,FALSE,1
SPWL,1000000,26,33089.90783,0.4,11912.37,1,2014,FALSE,1
SPWL,1000000,35,70518.7873,0.4,25386.76,1,2014,FALSE,1
SPWL,1000000,45,180976.493,0.4,65151.54,1,2014,FALSE,1
SPWL,1000000,55,385267.3737,0.4,138696.25,1,2014,FALSE,1
SPWL,2000000,26,65947.68056,0.4,23741.17,1,2014,FALSE,1
SPWL,2000000,35,140808.987,0.4,50691.24,1,2014,FALSE,1
SPWL,2000000,45,361735.7572,0.4,130224.87,1,2014,FALSE,1
SPWL,2000000,55,770344.4062,0.4,277323.99,1,2014,FALSE,1
