Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality,Reduction
T20,50000,26,243.6075403,0.4,188.2784655,3,2024,TRUE,3,2
T20,50000,35,252.8508244,0.4,820.8422502,3,2024,TRUE,3,2
T20,50000,45,291.0958858,0.4,969.7391204,3,2024,TRUE,3,2
T20,50000,55,390.848076,0.4,1351.445325,3,2024,TRUE,3,2
T20,100000,26,389.0573801,0.4,1349.039901,3,2024,TRUE,3,2
T20,100000,35,415.591747,0.4,1452.057358,3,2024,TRUE,3,2
T20,100000,45,485.0543963,0.4,1746.346049,3,2024,TRUE,3,2
T20,100000,55,683.9355017,0.4,2510.874377,3,2024,TRUE,3,2
T20,250000,26,825.343465,0.4,3082.050772,3,2024,TRUE,3,2
T20,250000,35,891.5619273,0.4,3339.807141,3,2024,TRUE,3,2
T20,250000,45,1066.929928,0.4,4076.166833,3,2024,TRUE,3,2
T20,250000,55,1563.197779,0.4,5989.161536,3,2024,TRUE,3,2
T20,500000,26,1552.48694,0.4,5970.402224,3,2024,TRUE,3,2
T20,500000,35,1684.845561,0.4,6486.05678,3,2024,TRUE,3,2
T20,500000,45,2036.72248,0.4,7959.201475,3,2024,TRUE,3,2
T20,500000,55,3028.634907,0.4,11786.3068,3,2024,TRUE,3,2
T20,1000000,26,3006.77389,0.4,11747.10513,3,2024,TRUE,3,2
T20,1000000,35,3271.412829,0.4,12778.55606,3,2024,TRUE,3,2
T20,1000000,45,3976.307585,0.4,15725.27076,3,2024,TRUE,3,2
T20,1000000,55,5959.509165,0.4,23380.59733,3,2024,TRUE,3,2
T20,2000000,26,5915.34779,0.4,23300.51093,3,2024,TRUE,3,2
T20,2000000,35,6444.547365,0.4,25363.55461,3,2024,TRUE,3,2
T20,2000000,45,7855.477795,0.4,31257.40932,3,2024,TRUE,3,2
T20,2000000,55,11821.25768,0.4,46569.17838,3,2024,TRUE,3,2
SPWL,50000,26,2002.136146,0.4,700.65,3,2024,TRUE,3,2
SPWL,50000,35,2171.481994,0.4,773.39,3,2024,TRUE,3,2
SPWL,50000,45,2623.137267,0.4,965.68,3,2024,TRUE,3,2
SPWL,50000,55,3693.265062,0.4,1414.57,3,2024,TRUE,3,2
SPWL,100000,26,3195.79009,0.4,1231.58,3,2024,TRUE,3,2
SPWL,100000,35,3535.797028,0.4,1377.62,3,2024,TRUE,3,2
SPWL,100000,45,4442.650486,0.4,1763.72,3,2024,TRUE,3,2
SPWL,100000,55,6591.380785,0.4,2665.06,3,2024,TRUE,3,2
SPWL,250000,26,6776.751921,0.4,2824.37,3,2024,TRUE,3,2
SPWL,250000,35,7628.742131,0.4,3190.31,3,2024,TRUE,3,2
SPWL,250000,45,9901.190144,0.4,4157.82,3,2024,TRUE,3,2
SPWL,250000,55,15285.72795,0.4,6416.54,3,2024,TRUE,3,2
SPWL,500000,26,12745.02164,0.4,5479.01,3,2024,TRUE,3,2
SPWL,500000,35,14450.3173,0.4,6211.46,3,2024,TRUE,3,2
SPWL,500000,45,18998.75624,0.4,8148.00,3,2024,TRUE,3,2
SPWL,500000,55,29776.30657,0.4,12669.01,3,2024,TRUE,3,2
SPWL,1000000,26,24681.56108,0.4,10788.29,3,2024,TRUE,3,2
SPWL,1000000,35,28093.46765,0.4,12253.77,3,2024,TRUE,3,2
SPWL,1000000,45,37193.88843,0.4,16128.36,3,2024,TRUE,3,2
SPWL,1000000,55,58757.46379,0.4,25173.94,3,2024,TRUE,3,2
SPWL,2000000,26,48554.63995,0.4,21406.85,3,2024,TRUE,3,2
SPWL,2000000,35,55379.76833,0.4,24338.37,3,2024,TRUE,3,2
SPWL,2000000,45,73584.15282,0.4,32089.07,3,2024,TRUE,3,2
SPWL,2000000,55,116719.7783,0.4,50183.80,3,2024,TRUE,3,2
