Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality
T20,50000,26,133.0120448,0.4,114.4260407,2,2004,FALSE,1
T20,50000,35,223.349545,0.4,797.842359,2,2004,FALSE,1
T20,50000,45,884.5927175,0.4,2940.664172,2,2004,FALSE,1
T20,50000,55,2998.83634,0.4,7540.430704,2,2004,FALSE,1
T20,100000,26,217.3483476,0.4,747.9115415,2,2004,FALSE,1
T20,100000,35,456.6646973,0.4,1558.366799,2,2004,FALSE,1
T20,100000,45,1721.117049,0.4,5721.533923,2,2004,FALSE,1
T20,100000,55,5942.094257,0.4,14941.11212,2,2004,FALSE,1
T20,250000,26,470.7243848,0.4,1619.796995,2,2004,FALSE,1
T20,250000,35,1068.730489,0.4,3647.03933,2,2004,FALSE,1
T20,250000,45,4230.690044,0.4,14064.14318,2,2004,FALSE,1
T20,250000,55,14771.86801,0.4,37143.15637,2,2004,FALSE,1
T20,500000,26,893.0177803,0.4,3072.939418,2,2004,FALSE,1
T20,500000,35,2088.840142,0.4,7128.160214,2,2004,FALSE,1
T20,500000,45,8413.311702,0.4,27968.49194,2,2004,FALSE,1
T20,500000,55,29488.1576,0.4,74146.56345,2,2004,FALSE,1
T20,1000000,26,1737.604571,0.4,5979.224263,2,2004,FALSE,1
T20,1000000,35,4129.059448,0.4,14090.40198,2,2004,FALSE,1
T20,1000000,45,16778.55502,0.4,55777.18945,2,2004,FALSE,1
T20,1000000,55,58920.73677,0.4,148153.3776,2,2004,FALSE,1
T20,2000000,26,3426.778153,0.4,11791.79395,2,2004,FALSE,1
T20,2000000,35,8209.498059,0.4,28014.88552,2,2004,FALSE,1
T20,2000000,45,33509.04165,0.4,111394.5845,2,2004,FALSE,1
T20,2000000,55,117785.8951,0.4,296167.0059,2,2004,FALSE,1
SPWL,50000,26,2872.398062,0.4,1034.06,2,2004,FALSE,1
SPWL,50000,35,5751.749237,0.4,2070.63,2,2004,FALSE,1
SPWL,50000,45,12618.76088,0.4,4542.75,2,2004,FALSE,1
SPWL,50000,55,22050.89141,0.4,7938.32,2,2004,FALSE,1
SPWL,100000,26,5245.606234,0.4,1888.42,2,2004,FALSE,1
SPWL,100000,35,11015.41973,0.4,3965.55,2,2004,FALSE,1
SPWL,100000,45,24782.4249,0.4,8921.67,2,2004,FALSE,1
SPWL,100000,55,43713.37744,0.4,15736.82,2,2004,FALSE,1
SPWL,250000,26,12365.23075,0.4,4451.48,2,2004,FALSE,1
SPWL,250000,35,26806.4312,0.4,9650.32,2,2004,FALSE,1
SPWL,250000,45,61273.41696,0.4,22058.43,2,2004,FALSE,1
SPWL,250000,55,108700.8355,0.4,39132.30,2,2004,FALSE,1
SPWL,500000,26,24231.27161,0.4,8723.26,2,2004,FALSE,1
SPWL,500000,35,53124.78365,0.4,19124.92,2,2004,FALSE,1
SPWL,500000,45,122091.7371,0.4,43953.03,2,2004,FALSE,1
SPWL,500000,55,217013.2657,0.4,78124.78,2,2004,FALSE,1
SPWL,1000000,26,47963.35333,0.4,17266.81,2,2004,FALSE,1
SPWL,1000000,35,105761.4885,0.4,38074.14,2,2004,FALSE,1
SPWL,1000000,45,243728.3773,0.4,87742.22,2,2004,FALSE,1
SPWL,1000000,55,433638.126,0.4,156109.73,2,2004,FALSE,1
SPWL,2000000,26,95427.51677,0.4,34353.91,2,2004,FALSE,1
SPWL,2000000,35,211034.8984,0.4,75972.56,2,2004,FALSE,1
SPWL,2000000,45,487001.6577,0.4,175320.60,2,2004,FALSE,1
SPWL,2000000,55,866887.8465,0.4,312079.62,2,2004,FALSE,1
