Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality,Reduction
T20,50000,26,178.1943343,0.4,-1936.20812,3,2014,TRUE,1,1
T20,50000,35,259.0639565,0.4,-1154.494028,3,2014,TRUE,1,1
T20,50000,45,875.6041733,0.4,1009.974974,3,2014,TRUE,1,1
T20,50000,55,2950.611981,0.4,6061.963036,3,2014,TRUE,1,1
T20,100000,26,259.0890757,0.4,-1181.399926,3,2014,TRUE,1,1
T20,100000,35,461.0224989,0.4,-432.9178152,3,2014,TRUE,1,1
T20,100000,45,1654.059728,0.4,3823.145797,3,2014,TRUE,1,1
T20,100000,55,5789.304259,0.4,13956.9676,3,2014,TRUE,1,1
T20,250000,26,502.1797947,0.4,-263.239651,3,2014,TRUE,1,1
T20,250000,35,1006.460844,0.4,1609.495159,3,2014,TRUE,1,1
T20,250000,45,3989.426392,0.4,12262.65827,3,2014,TRUE,1,1
T20,250000,55,14305.3811,0.4,37641.98129,3,2014,TRUE,1,1
T20,500000,26,907.3309931,0.4,1267.027473,3,2014,TRUE,1,1
T20,500000,35,1915.524753,0.4,5013.516783,3,2014,TRUE,1,1
T20,500000,45,7881.704166,0.4,26328.51238,3,2014,TRUE,1,1
T20,500000,55,28498.84249,0.4,77117.00411,3,2014,TRUE,1,1
T20,1000000,26,1717.63339,0.4,4327.561722,3,2014,TRUE,1,1
T20,1000000,35,3733.65257,0.4,11821.56003,3,2014,TRUE,1,1
T20,1000000,45,15666.25971,0.4,54460.22061,3,2014,TRUE,1,1
T20,1000000,55,56885.76528,0.4,156067.0497,3,2014,TRUE,1,1
T20,2000000,26,3338.238183,0.4,10448.63022,3,2014,TRUE,1,1
T20,2000000,35,7369.908205,0.4,25437.64653,3,2014,TRUE,1,1
T20,2000000,45,31235.37081,0.4,110723.6371,3,2014,TRUE,1,1
T20,2000000,55,113659.6109,0.4,313967.141,3,2014,TRUE,1,1
SPWL,50000,26,2571.429075,0.4,-1138.75,3,2014,TRUE,1,1
SPWL,50000,35,4428.860397,0.4,-420.07,3,2014,TRUE,1,1
SPWL,50000,45,9906.878743,0.4,1685.15,3,2014,TRUE,1,1
SPWL,50000,55,20015.21668,0.4,5476.75,3,2014,TRUE,1,1
SPWL,100000,26,4214.317711,0.4,-491.39,3,2014,TRUE,1,1
SPWL,100000,35,7943.370382,0.4,951.48,3,2014,TRUE,1,1
SPWL,100000,45,18944.84195,0.4,5179.49,3,2014,TRUE,1,1
SPWL,100000,55,39269.06831,0.4,12803.74,3,2014,TRUE,1,1
SPWL,250000,26,9142.98362,0.4,1450.69,3,2014,TRUE,1,1
SPWL,250000,35,18486.90034,0.4,5066.13,3,2014,TRUE,1,1
SPWL,250000,45,46058.73157,0.4,15662.48,3,2014,TRUE,1,1
SPWL,250000,55,97030.62318,0.4,34784.71,3,2014,TRUE,1,1
SPWL,500000,26,17357.4268,0.4,4687.49,3,2014,TRUE,1,1
SPWL,500000,35,36059.45026,0.4,11923.87,3,2014,TRUE,1,1
SPWL,500000,45,91248.54761,0.4,33134.13,3,2014,TRUE,1,1
SPWL,500000,55,193299.8813,0.4,71419.67,3,2014,TRUE,1,1
SPWL,1000000,26,33786.31316,0.4,11161.10,3,2014,TRUE,1,1
SPWL,1000000,35,71204.55011,0.4,25639.35,3,2014,TRUE,1,1
SPWL,1000000,45,181628.1797,0.4,68077.44,3,2014,TRUE,1,1
SPWL,1000000,55,385838.3975,0.4,144689.58,3,2014,TRUE,1,1
SPWL,2000000,26,66644.08589,0.4,24108.30,3,2014,TRUE,1,1
SPWL,2000000,35,141494.7498,0.4,53070.31,3,2014,TRUE,1,1
SPWL,2000000,45,362387.4438,0.4,137964.05,3,2014,TRUE,1,1
SPWL,2000000,55,770915.43,0.4,291229.40,3,2014,TRUE,1,1
