Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality,Reduction
T20,50000,26,105.422887,0.4,-402.582057,1,2014,TRUE,1,1
T20,50000,35,188.5366944,0.4,196.4292429,1,2014,TRUE,1,1
T20,50000,45,802.7427094,0.4,2367.391941,1,2014,TRUE,1,1
T20,50000,55,2866.672204,0.4,7441.764262,1,2014,TRUE,1,1
T20,100000,26,186.3176284,0.4,168.7502362,1,2014,TRUE,1,1
T20,100000,35,387.9747974,0.4,917.9971137,1,2014,TRUE,1,1
T20,100000,45,1581.198264,0.4,5180.562764,1,2014,TRUE,1,1
T20,100000,55,5705.364483,0.4,15336.76883,1,2014,TRUE,1,1
T20,250000,26,429.4083475,0.4,1086.910511,1,2014,TRUE,1,1
T20,250000,35,933.4131426,0.4,2960.410088,1,2014,TRUE,1,1
T20,250000,45,3916.564928,0.4,13620.07523,1,2014,TRUE,1,1
T20,250000,55,14221.44132,0.4,39021.78252,1,2014,TRUE,1,1
T20,500000,26,834.5595458,0.4,2617.177635,1,2014,TRUE,1,1
T20,500000,35,1842.477051,0.4,6364.431712,1,2014,TRUE,1,1
T20,500000,45,7808.842702,0.4,27685.92935,1,2014,TRUE,1,1
T20,500000,55,28414.90271,0.4,78496.80533,1,2014,TRUE,1,1
T20,1000000,26,1644.861943,0.4,5677.711884,1,2014,TRUE,1,1
T20,1000000,35,3660.604869,0.4,13172.47496,1,2014,TRUE,1,1
T20,1000000,45,15593.39825,0.4,55817.63758,1,2014,TRUE,1,1
T20,1000000,55,56801.8255,0.4,157446.851,1,2014,TRUE,1,1
T20,2000000,26,3265.466736,0.4,11798.78038,1,2014,TRUE,1,1
T20,2000000,35,7296.860504,0.4,26788.56146,1,2014,TRUE,1,1
T20,2000000,45,31162.50934,0.4,112081.054,1,2014,TRUE,1,1
T20,2000000,55,113575.6711,0.4,315346.9422,1,2014,TRUE,1,1
SPWL,50000,26,1875.023746,0.4,205.85,1,2014,TRUE,1,1
SPWL,50000,35,3743.097588,0.4,928.66,1,2014,TRUE,1,1
SPWL,50000,45,9255.192091,0.4,3047.06,1,2014,TRUE,1,1
SPWL,50000,55,19444.19289,0.4,6869.45,1,2014,TRUE,1,1
SPWL,100000,26,3517.912382,0.4,853.21,1,2014,TRUE,1,1
SPWL,100000,35,7257.607573,0.4,2300.21,1,2014,TRUE,1,1
SPWL,100000,45,18293.1553,0.4,6541.39,1,2014,TRUE,1,1
SPWL,100000,55,38698.04451,0.4,14196.44,1,2014,TRUE,1,1
SPWL,250000,26,8446.578291,0.4,2795.29,1,2014,TRUE,1,1
SPWL,250000,35,17801.13753,0.4,6414.86,1,2014,TRUE,1,1
SPWL,250000,45,45407.04492,0.4,17024.38,1,2014,TRUE,1,1
SPWL,250000,55,96459.59938,0.4,36177.41,1,2014,TRUE,1,1
SPWL,500000,26,16661.02147,0.4,6032.10,1,2014,TRUE,1,1
SPWL,500000,35,35373.68745,0.4,13272.60,1,2014,TRUE,1,1
SPWL,500000,45,90596.86096,0.4,34496.03,1,2014,TRUE,1,1
SPWL,500000,55,192728.8575,0.4,72812.37,1,2014,TRUE,1,1
SPWL,1000000,26,33089.90783,0.4,12505.70,1,2014,TRUE,1,1
SPWL,1000000,35,70518.7873,0.4,26988.08,1,2014,TRUE,1,1
SPWL,1000000,45,180976.493,0.4,69439.34,1,2014,TRUE,1,1
SPWL,1000000,55,385267.3737,0.4,146082.28,1,2014,TRUE,1,1
SPWL,2000000,26,65947.68056,0.4,25452.90,1,2014,TRUE,1,1
SPWL,2000000,35,140808.987,0.4,54419.05,1,2014,TRUE,1,1
SPWL,2000000,45,361735.7572,0.4,139325.96,1,2014,TRUE,1,1
SPWL,2000000,55,770344.4062,0.4,292622.10,1,2014,TRUE,1,1
