Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality,Reduction
T20,50000,26,129.2845157,0.3,-1177.062486,2,2024,TRUE,8,1
T20,50000,35,233.2954995,0.3,-330.2910336,2,2024,TRUE,8,1
T20,50000,45,867.7868048,0.3,3425.321847,2,2024,TRUE,8,1
T20,50000,55,2879.038657,0.3,13175.70257,2,2024,TRUE,8,1
T20,100000,26,209.8763756,0.3,-732.7727957,2,2024,TRUE,8,1
T20,100000,35,435.369801,0.3,611.9064997,2,2024,TRUE,8,1
T20,100000,45,1685.380169,0.3,8047.895525,2,2024,TRUE,8,1
T20,100000,55,5700.406112,0.3,27524.21019,2,2024,TRUE,8,1
T20,250000,26,451.4197424,0.3,-25.32888049,2,2024,TRUE,8,1
T20,250000,35,1014.822578,0.3,3335.423712,2,2024,TRUE,8,1
T20,250000,45,4138.160261,0.3,21915.61656,2,2024,TRUE,8,1
T20,250000,55,14164.50848,0.3,70569.73304,2,2024,TRUE,8,1
T20,500000,26,853.9920204,0.3,1153.744312,2,2024,TRUE,8,1
T20,500000,35,1980.577205,0.3,7874.619067,2,2024,TRUE,8,1
T20,500000,45,8226.127081,0.3,45028.48495,2,2024,TRUE,8,1
T20,500000,55,28271.34575,0.3,142312.2711,2,2024,TRUE,8,1
T20,1000000,26,1659.136576,0.3,3511.890696,2,2024,TRUE,8,1
T20,1000000,35,3912.08646,0.3,16953.00978,2,2024,TRUE,8,1
T20,1000000,45,16402.06072,0.3,91254.22174,2,2024,TRUE,8,1
T20,1000000,55,56485.02031,0.3,285797.3473,2,2024,TRUE,8,1
T20,2000000,26,3269.425688,0.3,8228.183464,2,2024,TRUE,8,1
T20,2000000,35,7775.10497,0.3,35109.79119,2,2024,TRUE,8,1
T20,2000000,45,32753.928,0.3,183705.6953,2,2024,TRUE,8,1
T20,2000000,55,112912.3694,0.3,572767.4997,2,2024,TRUE,8,1
SPWL,50000,26,1610.442548,0.3,-669.11,2,2024,TRUE,8,1
SPWL,50000,35,2911.030521,0.3,94.13,2,2024,TRUE,8,1
SPWL,50000,45,6934.028714,0.3,2450.53,2,2024,TRUE,8,1
SPWL,50000,55,15310.54675,0.3,7002.57,2,2024,TRUE,8,1
SPWL,100000,26,2816.37753,0.3,-124.20,2,2024,TRUE,8,1
SPWL,100000,35,5422.495226,0.3,1405.19,2,2024,TRUE,8,1
SPWL,100000,45,13484.59158,0.3,6127.55,2,2024,TRUE,8,1
SPWL,100000,55,30274.06789,0.3,15252.10,2,2024,TRUE,8,1
SPWL,250000,26,6434.182476,0.3,1510.53,2,2024,TRUE,8,1
SPWL,250000,35,12956.88934,0.3,5338.37,2,2024,TRUE,8,1
SPWL,250000,45,33136.28016,0.3,17158.59,2,2024,TRUE,8,1
SPWL,250000,55,75164.63133,0.3,40000.70,2,2024,TRUE,8,1
SPWL,500000,26,12463.85739,0.3,4235.08,2,2024,TRUE,8,1
SPWL,500000,35,25514.21287,0.3,11893.68,2,2024,TRUE,8,1
SPWL,500000,45,65889.09447,0.3,35543.67,2,2024,TRUE,8,1
SPWL,500000,55,149982.2371,0.3,81248.37,2,2024,TRUE,8,1
SPWL,1000000,26,24523.20721,0.3,9684.19,2,2024,TRUE,8,1
SPWL,1000000,35,50628.85993,0.3,25004.29,2,2024,TRUE,8,1
SPWL,1000000,45,131394.7231,0.3,72313.83,2,2024,TRUE,8,1
SPWL,1000000,55,299617.4485,0.3,163743.71,2,2024,TRUE,8,1
SPWL,2000000,26,48641.90685,0.3,20582.40,2,2024,TRUE,8,1
SPWL,2000000,35,100858.154,0.3,51225.51,2,2024,TRUE,8,1
SPWL,2000000,45,262405.9803,0.3,145854.14,2,2024,TRUE,8,1
SPWL,2000000,55,598887.8714,0.3,328734.38,2,2024,TRUE,8,1
