Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality,Reduction
T20,50000,26,178.1319801,0.3,-1935.128463,3,2024,TRUE,8,1
T20,50000,35,281.677094,0.3,-1009.10493,3,2024,TRUE,8,1
T20,50000,45,917.9802455,0.3,2753.026985,3,2024,TRUE,8,1
T20,50000,55,2936.709858,0.3,12527.85449,3,2024,TRUE,8,1
T20,100000,26,258.72384,0.3,-1412.217898,3,2024,TRUE,8,1
T20,100000,35,484.4377511,0.3,-66.90817235,3,2024,TRUE,8,1
T20,100000,45,1735.57361,0.3,7375.600664,3,2024,TRUE,8,1
T20,100000,55,5758.077313,0.3,26876.36211,3,2024,TRUE,8,1
T20,250000,26,500.2672068,0.3,-704.773983,3,2024,TRUE,8,1
T20,250000,35,1063.890528,0.3,2656.60904,3,2024,TRUE,8,1
T20,250000,45,4188.353702,0.3,21243.3217,3,2024,TRUE,8,1
T20,250000,55,14222.17968,0.3,69921.88496,3,2024,TRUE,8,1
T20,500000,26,902.8394848,0.3,474.299209,3,2024,TRUE,8,1
T20,500000,35,2029.645155,0.3,7195.804395,3,2024,TRUE,8,1
T20,500000,45,8276.320522,0.3,44356.19009,3,2024,TRUE,8,1
T20,500000,55,28329.01696,0.3,141664.4231,3,2024,TRUE,8,1
T20,1000000,26,1707.984041,0.3,2832.445593,3,2024,TRUE,8,1
T20,1000000,35,3961.15441,0.3,16274.1951,3,2024,TRUE,8,1
T20,1000000,45,16452.25416,0.3,90581.92688,3,2024,TRUE,8,1
T20,1000000,55,56542.69151,0.3,285149.4992,3,2024,TRUE,8,1
T20,2000000,26,3318.273153,0.3,7548.738361,3,2024,TRUE,8,1
T20,2000000,35,7824.17292,0.3,34430.97652,3,2024,TRUE,8,1
T20,2000000,45,32804.12144,0.3,183033.4005,3,2024,TRUE,8,1
T20,2000000,55,112970.0406,0.3,572119.6516,3,2024,TRUE,8,1
SPWL,50000,26,2014.950113,0.3,-1358.18,3,2024,TRUE,8,1
SPWL,50000,35,3310.596335,0.3,-597.84,3,2024,TRUE,8,1
SPWL,50000,45,7317.494566,0.3,1749.00,3,2024,TRUE,8,1
SPWL,50000,55,15657.57235,0.3,6280.55,3,2024,TRUE,8,1
SPWL,100000,26,3220.885095,0.3,-813.27,3,2024,TRUE,8,1
SPWL,100000,35,5822.061041,0.3,713.22,3,2024,TRUE,8,1
SPWL,100000,45,13868.05743,0.3,5426.02,3,2024,TRUE,8,1
SPWL,100000,55,30621.09349,0.3,14530.09,3,2024,TRUE,8,1
SPWL,250000,26,6838.690041,0.3,821.47,3,2024,TRUE,8,1
SPWL,250000,35,13356.45516,0.3,4646.40,3,2024,TRUE,8,1
SPWL,250000,45,33519.74601,0.3,16457.07,3,2024,TRUE,8,1
SPWL,250000,55,75511.65693,0.3,39278.69,3,2024,TRUE,8,1
SPWL,500000,26,12868.36495,0.3,3546.02,3,2024,TRUE,8,1
SPWL,500000,35,25913.77869,0.3,11201.71,3,2024,TRUE,8,1
SPWL,500000,45,66272.56032,0.3,34842.15,3,2024,TRUE,8,1
SPWL,500000,55,150329.2627,0.3,80526.36,3,2024,TRUE,8,1
SPWL,1000000,26,24927.71477,0.3,8995.12,3,2024,TRUE,8,1
SPWL,1000000,35,51028.42574,0.3,24312.32,3,2024,TRUE,8,1
SPWL,1000000,45,131778.1889,0.3,71612.30,3,2024,TRUE,8,1
SPWL,1000000,55,299964.4741,0.3,163021.69,3,2024,TRUE,8,1
SPWL,2000000,26,49046.41441,0.3,19893.34,3,2024,TRUE,8,1
SPWL,2000000,35,101257.7199,0.3,50533.54,3,2024,TRUE,8,1
SPWL,2000000,45,262789.4462,0.3,145152.62,3,2024,TRUE,8,1
SPWL,2000000,55,599234.897,0.3,328012.37,3,2024,TRUE,8,1
