Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality,Reduction
T20,50000,26,174.7512772,0.4,-1948.317565,3,2024,TRUE,1,1
T20,50000,35,254.8068162,0.4,-1230.226686,3,2024,TRUE,1,1
T20,50000,45,829.6955835,0.4,673.4000419,3,2024,TRUE,1,1
T20,50000,55,2840.494711,0.4,5405.849513,3,2024,TRUE,1,1
T20,100000,26,251.9872279,0.4,-1246.71537,3,2024,TRUE,1,1
T20,100000,35,427.3302225,0.4,-623.9417949,3,2024,TRUE,1,1
T20,100000,45,1559.675226,0.4,3160.267804,3,2024,TRUE,1,1
T20,100000,55,5566.492433,0.4,12651.46213,3,2024,TRUE,1,1
T20,250000,26,483.4615343,0.4,-409.0960307,3,2024,TRUE,1,1
T20,250000,35,921.2948298,0.4,1149.16959,3,2024,TRUE,1,1
T20,250000,45,3749.614155,0.4,10620.87109,3,2024,TRUE,1,1
T20,250000,55,13744.4856,0.4,34388.3,3,2024,TRUE,1,1
T20,500000,26,869.2520449,0.4,986.9362015,3,2024,TRUE,1,1
T20,500000,35,1744.569175,0.4,4104.355231,3,2024,TRUE,1,1
T20,500000,45,7399.51237,0.4,23055.2099,3,2024,TRUE,1,1
T20,500000,55,27374.4742,0.4,70616.3631,3,2024,TRUE,1,1
T20,1000000,26,1640.833066,0.4,3779.000666,3,2024,TRUE,1,1
T20,1000000,35,3391.117866,0.4,10014.72651,3,2024,TRUE,1,1
T20,1000000,45,14699.3088,0.4,47923.88752,3,2024,TRUE,1,1
T20,1000000,55,54634.45141,0.4,143072.4893,3,2024,TRUE,1,1
T20,2000000,26,3183.995109,0.4,9363.129595,3,2024,TRUE,1,1
T20,2000000,35,6684.215248,0.4,21835.46908,3,2024,TRUE,1,1
T20,2000000,45,29298.90166,0.4,97661.24277,3,2024,TRUE,1,1
T20,2000000,55,109154.4058,0.4,287984.7417,3,2024,TRUE,1,1
SPWL,50000,26,1940.395202,0.4,-1382.00,3,2024,TRUE,1,1
SPWL,50000,35,3139.684563,0.4,-917.14,3,2024,TRUE,1,1
SPWL,50000,45,6841.211478,0.4,510.61,3,2024,TRUE,1,1
SPWL,50000,55,15327.35261,0.4,3744.79,3,2024,TRUE,1,1
SPWL,100000,26,3071.195952,0.4,-935.22,3,2024,TRUE,1,1
SPWL,100000,35,5478.90664,0.4,-1.96,3,2024,TRUE,1,1
SPWL,100000,45,12911.35341,0.4,2864.91,3,2024,TRUE,1,1
SPWL,100000,55,29957.53564,0.4,9361.58,3,2024,TRUE,1,1
SPWL,250000,26,6463.5982,0.4,405.10,3,2024,TRUE,1,1
SPWL,250000,35,12496.57287,0.4,2743.57,3,2024,TRUE,1,1
SPWL,250000,45,31121.7792,0.4,9927.79,3,2024,TRUE,1,1
SPWL,250000,55,73848.08475,0.4,26211.97,3,2024,TRUE,1,1
SPWL,500000,26,12117.60195,0.4,2638.97,3,2024,TRUE,1,1
SPWL,500000,35,24192.68326,0.4,7319.46,3,2024,TRUE,1,1
SPWL,500000,45,61472.48886,0.4,21699.26,3,2024,TRUE,1,1
SPWL,500000,55,146998.9999,0.4,54295.94,3,2024,TRUE,1,1
SPWL,1000000,26,23425.60944,0.4,7106.72,3,2024,TRUE,1,1
SPWL,1000000,35,47584.90404,0.4,16471.24,3,2024,TRUE,1,1
SPWL,1000000,45,122173.9082,0.4,45242.21,3,2024,TRUE,1,1
SPWL,1000000,55,293300.8302,0.4,110463.88,3,2024,TRUE,1,1
SPWL,2000000,26,46041.62443,0.4,16042.20,3,2024,TRUE,1,1
SPWL,2000000,35,94369.34559,0.4,34774.80,3,2024,TRUE,1,1
SPWL,2000000,45,243576.7468,0.4,92328.09,3,2024,TRUE,1,1
SPWL,2000000,55,585904.4909,0.4,222799.76,3,2024,TRUE,1,1
