Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality,Reduction
T20,50000,26,184.9624531,0.3,-1866.462209,3,2004,TRUE,8,2
T20,50000,35,302.1788923,0.3,-672.5317704,3,2004,TRUE,8,2
T20,50000,45,1021.729225,0.3,4159.948369,3,2004,TRUE,8,2
T20,50000,55,3146.336254,0.3,15529.60751,3,2004,TRUE,8,2
T20,100000,26,272.7876386,0.3,-1228.152471,3,2004,TRUE,8,2
T20,100000,35,584.7179293,0.3,858.4077577,3,2004,TRUE,8,2
T20,100000,45,1946.656118,0.3,10171.70486,3,2004,TRUE,8,2
T20,100000,55,6180.693133,0.3,32854.24448,3,2004,TRUE,8,2
T20,250000,26,536.6393297,0.3,-266.5172565,3,2004,TRUE,8,2
T20,250000,35,1315.735908,0.3,4947.425806,3,2004,TRUE,8,2
T20,250000,45,4721.436797,0.3,28206.97434,3,2004,TRUE,8,2
T20,250000,55,15283.76377,0.3,84828.15537,3,2004,TRUE,8,2
T20,500000,26,976.3921482,0.3,1336.208102,3,2004,TRUE,8,2
T20,500000,35,2534.099207,0.3,11762.45589,3,2004,TRUE,8,2
T20,500000,45,9346.071262,0.3,58265.75681,3,2004,TRUE,8,2
T20,500000,55,30455.54816,0.3,171451.3402,3,2004,TRUE,8,2
T20,1000000,26,1855.897785,0.3,4541.658818,3,2004,TRUE,8,2
T20,1000000,35,4970.825804,0.3,25392.51605,3,2004,TRUE,8,2
T20,1000000,45,18595.34019,0.3,118383.3218,3,2004,TRUE,8,2
T20,1000000,55,60799.11695,0.3,344697.7098,3,2004,TRUE,8,2
T20,2000000,26,3614.909059,0.3,10952.56025,3,2004,TRUE,8,2
T20,2000000,35,9844.278997,0.3,52652.63637,3,2004,TRUE,8,2
T20,2000000,45,37093.87805,0.3,238618.4516,3,2004,TRUE,8,2
T20,2000000,55,121486.2545,0.3,691190.4491,3,2004,TRUE,8,2
SPWL,50000,26,3538.966845,0.3,-528.62,3,2004,TRUE,8,2
SPWL,50000,35,6595.315209,0.3,1306.44,3,2004,TRUE,8,2
SPWL,50000,45,13572.74802,0.3,5140.80,3,2004,TRUE,8,2
SPWL,50000,55,22648.54581,0.3,8765.81,3,2004,TRUE,8,2
SPWL,100000,26,6080.896606,0.3,798.16,3,2004,TRUE,8,2
SPWL,100000,35,12217.62987,0.3,4482.91,3,2004,TRUE,8,2
SPWL,100000,45,26242.77583,0.3,12193.62,3,2004,TRUE,8,2
SPWL,100000,55,44524.82119,0.3,19512.85,3,2004,TRUE,8,2
SPWL,250000,26,13706.68589,0.3,4778.51,3,2004,TRUE,8,2
SPWL,250000,35,29084.57386,0.3,14012.34,3,2004,TRUE,8,2
SPWL,250000,45,64252.85925,0.3,33352.05,3,2004,TRUE,8,2
SPWL,250000,55,110153.6473,0.3,51753.98,3,2004,TRUE,8,2
SPWL,500000,26,26416.3347,0.3,11412.42,3,2004,TRUE,8,2
SPWL,500000,35,57196.14718,0.3,29894.72,3,2004,TRUE,8,2
SPWL,500000,45,127602.9983,0.3,68616.11,3,2004,TRUE,8,2
SPWL,500000,55,219535.0242,0.3,105489.18,3,2004,TRUE,8,2
SPWL,1000000,26,51835.63231,0.3,24680.24,3,2004,TRUE,8,2
SPWL,1000000,35,113419.2938,0.3,61659.47,3,2004,TRUE,8,2
SPWL,1000000,45,254303.2764,0.3,139144.24,3,2004,TRUE,8,2
SPWL,1000000,55,438297.778,0.3,212959.59,3,2004,TRUE,8,2
SPWL,2000000,26,102674.2275,0.3,51215.89,3,2004,TRUE,8,2
SPWL,2000000,35,225865.5871,0.3,125188.98,3,2004,TRUE,8,2
SPWL,2000000,45,507703.8326,0.3,280200.48,3,2004,TRUE,8,2
SPWL,2000000,55,875823.2855,0.3,427900.40,3,2004,TRUE,8,2
