Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality,Reduction
T20,50000,26,201.4153383,0.4,163.0105827,2,2004,TRUE,3,1
T20,50000,35,205.348242,0.4,727.8634716,2,2004,TRUE,3,1
T20,50000,45,246.7237905,0.4,888.3040467,2,2004,TRUE,3,1
T20,50000,55,353.9766231,0.4,1296.0394,2,2004,TRUE,3,1
T20,100000,26,353.9476407,0.4,1261.259619,2,2004,TRUE,3,1
T20,100000,35,385.6047201,0.4,1379.877219,2,2004,TRUE,3,1
T20,100000,45,446.7746366,0.4,1684.213699,2,2004,TRUE,3,1
T20,100000,55,660.9683735,0.4,2500.665334,2,2004,TRUE,3,1
T20,250000,26,811.8306374,0.4,3013.805755,2,2004,TRUE,3,1
T20,250000,35,890.9122706,0.4,3310.538277,2,2004,TRUE,3,1
T20,250000,45,1046.927175,0.4,4071.942654,2,2004,TRUE,3,1
T20,250000,55,1581.943625,0.4,6114.543135,2,2004,TRUE,3,1
T20,500000,26,1574.968965,0.4,5934.715982,2,2004,TRUE,3,1
T20,500000,35,1733.091521,0.4,6528.306708,2,2004,TRUE,3,1
T20,500000,45,2047.181405,0.4,8051.490913,2,2004,TRUE,3,1
T20,500000,55,3116.902377,0.4,12137.6728,2,2004,TRUE,3,1
T20,1000000,26,3101.245621,0.4,11776.53644,2,2004,TRUE,3,1
T20,1000000,35,3417.450023,0.4,12963.84357,2,2004,TRUE,3,1
T20,1000000,45,4047.689865,0.4,16010.58743,2,2004,TRUE,3,1
T20,1000000,55,6186.81988,0.4,24183.93214,2,2004,TRUE,3,1
T20,2000000,26,6153.798933,0.4,23460.17734,2,2004,TRUE,3,1
T20,2000000,35,6786.167026,0.4,25834.91729,2,2004,TRUE,3,1
T20,2000000,45,8048.706786,0.4,31928.78047,2,2004,TRUE,3,1
T20,2000000,55,12326.65489,0.4,48276.45082,2,2004,TRUE,3,1
SPWL,50000,26,2312.735047,0.4,835.14,2,2004,TRUE,3,1
SPWL,50000,35,2680.859828,0.4,979.70,2,2004,TRUE,3,1
SPWL,50000,45,3626.769975,0.4,1348.45,2,2004,TRUE,3,1
SPWL,50000,55,5782.075399,0.4,2178.56,2,2004,TRUE,3,1
SPWL,100000,26,4126.158269,0.4,1564.10,2,2004,TRUE,3,1
SPWL,100000,35,4863.92238,0.4,1853.82,2,2004,TRUE,3,1
SPWL,100000,45,6759.750198,0.4,2592.88,2,2004,TRUE,3,1
SPWL,100000,55,11079.79106,0.4,4256.78,2,2004,TRUE,3,1
SPWL,250000,26,9566.427934,0.4,3750.97,2,2004,TRUE,3,1
SPWL,250000,35,11413.11004,0.4,4476.17,2,2004,TRUE,3,1
SPWL,250000,45,16158.69087,0.4,6326.18,2,2004,TRUE,3,1
SPWL,250000,55,26972.93806,0.4,10491.43,2,2004,TRUE,3,1
SPWL,500000,26,18633.54404,0.4,7395.74,2,2004,TRUE,3,1
SPWL,500000,35,22328.4228,0.4,8846.75,2,2004,TRUE,3,1
SPWL,500000,45,31823.59198,0.4,12548.35,2,2004,TRUE,3,1
SPWL,500000,55,53461.51638,0.4,20882.51,2,2004,TRUE,3,1
SPWL,1000000,26,36767.77626,0.4,14685.30,2,2004,TRUE,3,1
SPWL,1000000,35,44159.04832,0.4,17587.91,2,2004,TRUE,3,1
SPWL,1000000,45,63153.39421,0.4,24992.69,2,2004,TRUE,3,1
SPWL,1000000,55,106438.673,0.4,41664.68,2,2004,TRUE,3,1
SPWL,2000000,26,73036.2407,0.4,29264.42,2,2004,TRUE,3,1
SPWL,2000000,35,87820.29937,0.4,35070.22,2,2004,TRUE,3,1
SPWL,2000000,45,125812.9987,0.4,49881.36,2,2004,TRUE,3,1
SPWL,2000000,55,212392.9863,0.4,83229.01,2,2004,TRUE,3,1
