Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality,Reduction
T20,50000,26,181.4430342,0.4,-2158.134341,3,2004,TRUE,7,2
T20,50000,35,269.7970781,0.4,-931.042114,3,2004,TRUE,7,2
T20,50000,45,932.6611033,0.4,4151.558163,3,2004,TRUE,7,2
T20,50000,55,3054.414762,0.4,17206.02474,3,2004,TRUE,7,2
T20,100000,26,265.779337,0.4,-1595.219499,3,2004,TRUE,7,2
T20,100000,35,505.2855335,0.4,213.3589483,3,2004,TRUE,7,2
T20,100000,45,1769.185435,0.4,10077.73936,3,2004,TRUE,7,2
T20,100000,55,5997.67268,0.4,36129.0365,3,2004,TRUE,7,2
T20,250000,26,519.1553743,0.4,-1303.769433,3,2004,TRUE,7,2
T20,250000,35,1117.351325,0.4,3215.806013,3,2004,TRUE,7,2
T20,250000,45,4278.75843,0.4,27856.28295,3,2004,TRUE,7,2
T20,250000,55,14827.44643,0.4,92898.07176,3,2004,TRUE,7,2
T20,500000,26,941.4487697,0.4,-818.0193225,3,2004,TRUE,7,2
T20,500000,35,2137.460978,0.4,8219.884453,3,2004,TRUE,7,2
T20,500000,45,8461.380088,0.4,57487.18893,3,2004,TRUE,7,2
T20,500000,55,29543.73602,0.4,187513.1305,3,2004,TRUE,7,2
T20,1000000,26,1786.035561,0.4,153.4808976,3,2004,TRUE,7,2
T20,1000000,35,4177.680284,0.4,18228.04133,3,2004,TRUE,7,2
T20,1000000,45,16826.6234,0.4,116749.0009,3,2004,TRUE,7,2
T20,1000000,55,58976.31519,0.4,376743.2481,3,2004,TRUE,7,2
T20,2000000,26,3475.209142,0.4,2096.481338,3,2004,TRUE,7,2
T20,2000000,35,8258.118895,0.4,38244.3551,3,2004,TRUE,7,2
T20,2000000,45,33557.11004,0.4,235272.6248,3,2004,TRUE,7,2
T20,2000000,55,117841.4735,0.4,755203.4832,3,2004,TRUE,7,2
SPWL,50000,26,3371.587951,0.4,-612.37,3,2004,TRUE,7,2
SPWL,50000,35,6239.827984,0.4,1403.11,3,2004,TRUE,7,2
SPWL,50000,45,13073.85773,0.4,5869.93,3,2004,TRUE,7,2
SPWL,50000,55,22439.29679,0.4,10639.04,3,2004,TRUE,7,2
SPWL,100000,26,5744.796123,0.4,536.63,3,2004,TRUE,7,2
SPWL,100000,35,11503.49847,0.4,4583.37,3,2004,TRUE,7,2
SPWL,100000,45,25237.52175,0.4,13562.85,3,2004,TRUE,7,2
SPWL,100000,55,44101.78282,0.4,23185.83,3,2004,TRUE,7,2
SPWL,250000,26,12864.42064,0.4,3983.62,3,2004,TRUE,7,2
SPWL,250000,35,27294.50994,0.4,14124.16,3,2004,TRUE,7,2
SPWL,250000,45,61728.51382,0.4,36641.62,3,2004,TRUE,7,2
SPWL,250000,55,109089.2409,0.4,60826.21,3,2004,TRUE,7,2
SPWL,500000,26,24730.4615,0.4,9728.62,3,2004,TRUE,7,2
SPWL,500000,35,53612.86239,0.4,30025.48,3,2004,TRUE,7,2
SPWL,500000,45,122546.8339,0.4,75106.25,3,2004,TRUE,7,2
SPWL,500000,55,217401.6711,0.4,123560.17,3,2004,TRUE,7,2
SPWL,1000000,26,48462.54322,0.4,21218.60,3,2004,TRUE,7,2
SPWL,1000000,35,106249.5673,0.4,61828.12,3,2004,TRUE,7,2
SPWL,1000000,45,244183.4741,0.4,152035.49,3,2004,TRUE,7,2
SPWL,1000000,55,434026.5313,0.4,249028.09,3,2004,TRUE,7,2
SPWL,2000000,26,95926.70666,0.4,44198.56,3,2004,TRUE,7,2
SPWL,2000000,35,211522.9771,0.4,125433.39,3,2004,TRUE,7,2
SPWL,2000000,45,487456.7546,0.4,305893.98,3,2004,TRUE,7,2
SPWL,2000000,55,867276.2519,0.4,499963.93,3,2004,TRUE,7,2
