Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality,Reduction
T20,50000,26,101.4980094,0.4,-382.4511319,1,2024,TRUE,1,2
T20,50000,35,182.3199673,0.4,191.2506585,1,2024,TRUE,1,2
T20,50000,45,754.9086281,0.4,2299.161831,1,2024,TRUE,1,2
T20,50000,55,2754.621969,0.4,7602.170322,1,2024,TRUE,1,2
T20,100000,26,178.7339602,0.4,172.4778868,1,2024,TRUE,1,2
T20,100000,35,353.8148593,0.4,862.5721362,1,2024,TRUE,1,2
T20,100000,45,1484.888271,0.4,5046.035266,1,2024,TRUE,1,2
T20,100000,55,5480.61969,0.4,15656.91057,1,2024,TRUE,1,2
T20,250000,26,410.2082665,0.4,1100.449191,1,2024,TRUE,1,2
T20,250000,35,847.7794666,0.4,2825.927704,1,2024,TRUE,1,2
T20,250000,45,3674.8272,0.4,13286.65557,1,2024,TRUE,1,2
T20,250000,55,13658.61285,0.4,39821.13132,1,2024,TRUE,1,2
T20,500000,26,795.9987772,0.4,2647.068033,1,2024,TRUE,1,2
T20,500000,35,1671.053812,0.4,6098.186985,1,2024,TRUE,1,2
T20,500000,45,7324.725414,0.4,27021.02274,1,2024,TRUE,1,2
T20,500000,55,27288.60146,0.4,80094.83256,1,2024,TRUE,1,2
T20,1000000,26,1567.579798,0.4,5740.305715,1,2024,TRUE,1,2
T20,1000000,35,3317.602503,0.4,12642.70555,1,2024,TRUE,1,2
T20,1000000,45,14624.52184,0.4,54489.75709,1,2024,TRUE,1,2
T20,1000000,55,54548.57867,0.4,160642.2351,1,2024,TRUE,1,2
T20,2000000,26,3110.741841,0.4,11926.78108,1,2024,TRUE,1,2
T20,2000000,35,6610.699885,0.4,25731.74267,1,2024,TRUE,1,2
T20,2000000,45,29224.1147,0.4,109427.2258,1,2024,TRUE,1,2
T20,2000000,55,109068.5331,0.4,321737.04,1,2024,TRUE,1,2
SPWL,50000,26,1333.199363,0.4,33.76,1,2024,TRUE,1,2
SPWL,50000,35,2539.337699,0.4,534.71,1,2024,TRUE,1,2
SPWL,50000,45,6262.909318,0.4,2067.56,1,2024,TRUE,1,2
SPWL,50000,55,14804.47543,0.4,5506.91,1,2024,TRUE,1,2
SPWL,100000,26,2464.000112,0.4,519.76,1,2024,TRUE,1,2
SPWL,100000,35,4878.559777,0.4,1522.62,1,2024,TRUE,1,2
SPWL,100000,45,12333.05125,0.4,4591.35,1,2024,TRUE,1,2
SPWL,100000,55,29434.65846,0.4,11477.58,1,2024,TRUE,1,2
SPWL,250000,26,5856.40236,0.4,1977.79,1,2024,TRUE,1,2
SPWL,250000,35,11896.22601,0.4,4486.36,1,2024,TRUE,1,2
SPWL,250000,45,30543.47704,0.4,12162.74,1,2024,TRUE,1,2
SPWL,250000,55,73325.20756,0.4,29389.59,1,2024,TRUE,1,2
SPWL,500000,26,11510.40611,0.4,4407.82,1,2024,TRUE,1,2
SPWL,500000,35,23592.3364,0.4,9425.92,1,2024,TRUE,1,2
SPWL,500000,45,60894.1867,0.4,24781.72,1,2024,TRUE,1,2
SPWL,500000,55,146476.1227,0.4,59242.93,1,2024,TRUE,1,2
SPWL,1000000,26,22818.4136,0.4,9267.90,1,2024,TRUE,1,2
SPWL,1000000,35,46984.55718,0.4,19305.04,1,2024,TRUE,1,2
SPWL,1000000,45,121595.606,0.4,50019.68,1,2024,TRUE,1,2
SPWL,1000000,55,292777.9531,0.4,118949.61,1,2024,TRUE,1,2
SPWL,2000000,26,45434.42859,0.4,18988.05,1,2024,TRUE,1,2
SPWL,2000000,35,93768.99873,0.4,39063.28,1,2024,TRUE,1,2
SPWL,2000000,45,242998.4446,0.4,100495.60,1,2024,TRUE,1,2
SPWL,2000000,55,585381.6137,0.4,238362.98,1,2024,TRUE,1,2
