Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality,Reduction
T20,50000,26,129.6800361,0.4,-1146.512241,2,2014,TRUE,1,2
T20,50000,35,212.0457817,0.4,-450.6718796,2,2014,TRUE,1,2
T20,50000,45,827.029864,0.4,1945.67785,2,2014,TRUE,1,2
T20,50000,55,2894.65213,0.4,7606.37085,2,2014,TRUE,1,2
T20,100000,26,210.5747775,0.4,-480.8803588,2,2014,TRUE,1,2
T20,100000,35,412.3240312,0.4,348.3521882,2,2014,TRUE,1,2
T20,100000,45,1605.485419,0.4,5054.049821,2,2014,TRUE,1,2
T20,100000,55,5733.344409,0.4,16386.72485,2,2014,TRUE,1,2
T20,250000,26,453.6654965,0.4,536.3495762,2,2014,TRUE,1,2
T20,250000,35,957.7623765,0.4,2609.996082,2,2014,TRUE,1,2
T20,250000,45,3940.852083,0.4,14379.16573,2,2014,TRUE,1,2
T20,250000,55,14249.42125,0.4,42727.78686,2,2014,TRUE,1,2
T20,500000,26,858.8166949,0.4,2231.732801,2,2014,TRUE,1,2
T20,500000,35,1866.826285,0.4,6379.402571,2,2014,TRUE,1,2
T20,500000,45,7833.129856,0.4,29921.02559,2,2014,TRUE,1,2
T20,500000,55,28442.88264,0.4,86629.55687,2,2014,TRUE,1,2
T20,1000000,26,1669.119092,0.4,5622.499251,2,2014,TRUE,1,2
T20,1000000,35,3684.954103,0.4,13918.21555,2,2014,TRUE,1,2
T20,1000000,45,15617.6854,0.4,61004.7453,2,2014,TRUE,1,2
T20,1000000,55,56829.80543,0.4,174433.0969,2,2014,TRUE,1,2
T20,2000000,26,3289.723885,0.4,12404.03215,2,2014,TRUE,1,2
T20,2000000,35,7321.209738,0.4,28995.84151,2,2014,TRUE,1,2
T20,2000000,45,31186.7965,0.4,123172.1847,2,2014,TRUE,1,2
T20,2000000,55,113603.651,0.4,350040.177,2,2014,TRUE,1,2
SPWL,50000,26,2107.158856,0.4,-453.02,2,2014,TRUE,1,2
SPWL,50000,35,3971.685191,0.4,318.90,2,2014,TRUE,1,2
SPWL,50000,45,9472.420975,0.4,2568.26,2,2014,TRUE,1,2
SPWL,50000,55,19634.53415,0.4,6541.20,2,2014,TRUE,1,2
SPWL,100000,26,3750.047492,0.4,249.72,2,2014,TRUE,1,2
SPWL,100000,35,7486.195176,0.4,1796.52,2,2014,TRUE,1,2
SPWL,100000,45,18510.38418,0.4,6304.63,2,2014,TRUE,1,2
SPWL,100000,55,38888.38578,0.4,14272.23,2,2014,TRUE,1,2
SPWL,250000,26,8678.7134,0.4,2357.96,2,2014,TRUE,1,2
SPWL,250000,35,18029.72513,0.4,6229.39,2,2014,TRUE,1,2
SPWL,250000,45,45624.27381,0.4,17513.72,2,2014,TRUE,1,2
SPWL,250000,55,96649.94065,0.4,37465.33,2,2014,TRUE,1,2
SPWL,500000,26,16893.15658,0.4,5871.69,2,2014,TRUE,1,2
SPWL,500000,35,35602.27506,0.4,13617.49,2,2014,TRUE,1,2
SPWL,500000,45,90814.08984,0.4,36195.56,2,2014,TRUE,1,2
SPWL,500000,55,192919.1988,0.4,76120.49,2,2014,TRUE,1,2
SPWL,1000000,26,33322.04294,0.4,12899.16,2,2014,TRUE,1,2
SPWL,1000000,35,70747.37491,0.4,28393.71,2,2014,TRUE,1,2
SPWL,1000000,45,181193.7219,0.4,73559.22,2,2014,TRUE,1,2
SPWL,1000000,55,385457.715,0.4,153430.82,2,2014,TRUE,1,2
SPWL,2000000,26,66179.81567,0.4,26954.08,2,2014,TRUE,1,2
SPWL,2000000,35,141037.5746,0.4,57946.14,2,2014,TRUE,1,2
SPWL,2000000,45,361952.9861,0.4,148286.54,2,2014,TRUE,1,2
SPWL,2000000,55,770534.7475,0.4,308051.47,2,2014,TRUE,1,2
