Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality
T20,50000,26,101.4980094,0.4,81.68017544,1,2024,FALSE,1
T20,50000,35,182.3199673,0.4,590.9532179,1,2024,FALSE,1
T20,50000,45,754.9086281,0.4,2300.41318,1,2024,FALSE,1
T20,50000,55,2754.621969,0.4,6514.590613,1,2024,FALSE,1
T20,100000,26,178.7339602,0.4,575.3421691,1,2024,FALSE,1
T20,100000,35,353.8148593,0.4,1130.774612,1,2024,FALSE,1
T20,100000,45,1484.888271,0.4,4524.860921,1,2024,FALSE,1
T20,100000,55,5480.61969,0.4,12961.48582,1,2024,FALSE,1
T20,250000,26,410.2082665,0.4,1320.45479,1,2024,FALSE,1
T20,250000,35,847.7794666,0.4,2709.460816,1,2024,FALSE,1
T20,250000,45,3674.8272,0.4,11198.20414,1,2024,FALSE,1
T20,250000,55,13658.61285,0.4,32302.17144,1,2024,FALSE,1
T20,500000,26,795.9987772,0.4,2562.309158,1,2024,FALSE,1
T20,500000,35,1671.053812,0.4,5340.60449,1,2024,FALSE,1
T20,500000,45,7324.725414,0.4,22320.44285,1,2024,FALSE,1
T20,500000,55,27288.60146,0.4,64536.64748,1,2024,FALSE,1
T20,1000000,26,1567.579798,0.4,5046.017895,1,2024,FALSE,1
T20,1000000,35,3317.602503,0.4,10602.89184,1,2024,FALSE,1
T20,1000000,45,14624.52184,0.4,44564.92025,1,2024,FALSE,1
T20,1000000,55,54548.57867,0.4,129005.5995,1,2024,FALSE,1
T20,2000000,26,3110.741841,0.4,10013.43537,1,2024,FALSE,1
T20,2000000,35,6610.699885,0.4,21127.46653,1,2024,FALSE,1
T20,2000000,45,29224.1147,0.4,89053.87506,1,2024,FALSE,1
T20,2000000,55,109068.5331,0.4,257943.5037,1,2024,FALSE,1
SPWL,50000,26,1333.199363,0.4,479.95,1,2024,FALSE,1
SPWL,50000,35,2539.337699,0.4,914.16,1,2024,FALSE,1
SPWL,50000,45,6262.909318,0.4,2254.65,1,2024,FALSE,1
SPWL,50000,55,14804.47543,0.4,5329.61,1,2024,FALSE,1
SPWL,100000,26,2464.000112,0.4,887.04,1,2024,FALSE,1
SPWL,100000,35,4878.559777,0.4,1756.28,1,2024,FALSE,1
SPWL,100000,45,12333.05125,0.4,4439.90,1,2024,FALSE,1
SPWL,100000,55,29434.65846,0.4,10596.48,1,2024,FALSE,1
SPWL,250000,26,5856.40236,0.4,2108.30,1,2024,FALSE,1
SPWL,250000,35,11896.22601,0.4,4282.64,1,2024,FALSE,1
SPWL,250000,45,30543.47704,0.4,10995.65,1,2024,FALSE,1
SPWL,250000,55,73325.20756,0.4,26397.07,1,2024,FALSE,1
SPWL,500000,26,11510.40611,0.4,4143.75,1,2024,FALSE,1
SPWL,500000,35,23592.3364,0.4,8493.24,1,2024,FALSE,1
SPWL,500000,45,60894.1867,0.4,21921.91,1,2024,FALSE,1
SPWL,500000,55,146476.1227,0.4,52731.40,1,2024,FALSE,1
SPWL,1000000,26,22818.4136,0.4,8214.63,1,2024,FALSE,1
SPWL,1000000,35,46984.55718,0.4,16914.44,1,2024,FALSE,1
SPWL,1000000,45,121595.606,0.4,43774.42,1,2024,FALSE,1
SPWL,1000000,55,292777.9531,0.4,105400.06,1,2024,FALSE,1
SPWL,2000000,26,45434.42859,0.4,16356.39,1,2024,FALSE,1
SPWL,2000000,35,93768.99873,0.4,33756.84,1,2024,FALSE,1
SPWL,2000000,45,242998.4446,0.4,87479.44,1,2024,FALSE,1
SPWL,2000000,55,585381.6137,0.4,210737.38,1,2024,FALSE,1
