Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality,Reduction
T20,50000,26,107.8179966,0.3,-373.4397834,1,2014,TRUE,8,1
T20,50000,35,214.73384,0.3,592.4047029,1,2014,TRUE,8,1
T20,50000,45,882.8459638,0.3,5140.050372,1,2014,TRUE,8,1
T20,50000,55,2956.102716,0.3,16559.20722,1,2014,TRUE,8,1
T20,100000,26,191.9010521,0.3,103.7542365,1,2014,TRUE,8,1
T20,100000,35,449.9854763,0.3,1845.54456,1,2014,TRUE,8,1
T20,100000,45,1742.06712,0.3,10737.46856,1,2014,TRUE,8,1
T20,100000,55,5885.108893,0.3,33563.31186,1,2014,TRUE,8,1
T20,250000,26,444.5387836,0.3,950.9114941,1,2014,TRUE,8,1
T20,250000,35,1089.588134,0.3,5304.889081,1,2014,TRUE,8,1
T20,250000,45,4319.730588,0.3,27529.72313,1,2014,TRUE,8,1
T20,250000,55,14672.12742,0.3,84575.6258,1,2014,TRUE,8,1
T20,500000,26,865.6016694,0.3,2362.840257,1,2014,TRUE,8,1
T20,500000,35,2155.592563,0.3,11070.46328,1,2014,TRUE,8,1
T20,500000,45,8615.836368,0.3,55516.81408,1,2014,TRUE,8,1
T20,500000,55,29317.15831,0.3,169596.149,1,2014,TRUE,8,1
T20,1000000,26,1707.727441,0.3,5186.697782,1,2014,TRUE,8,1
T20,1000000,35,4287.601422,0.3,22601.61169,1,2014,TRUE,8,1
T20,1000000,45,17208.04793,0.3,111490.996,1,2014,TRUE,8,1
T20,1000000,55,58607.22008,0.3,339637.1955,1,2014,TRUE,8,1
T20,2000000,26,3391.978984,0.3,10834.41283,1,2014,TRUE,8,1
T20,2000000,35,8551.619139,0.3,45663.90849,1,2014,TRUE,8,1
T20,2000000,45,34392.47105,0.3,223439.3598,1,2014,TRUE,8,1
T20,2000000,55,117187.3436,0.3,679719.2884,1,2014,TRUE,8,1
SPWL,50000,26,2062.284284,0.3,392.22,1,2014,TRUE,8,1
SPWL,50000,35,4147.317734,0.3,1614.06,1,2014,TRUE,8,1
SPWL,50000,45,10225.55984,0.3,5120.81,1,2014,TRUE,8,1
SPWL,50000,55,20723.09425,0.3,10345.61,1,2014,TRUE,8,1
SPWL,100000,26,3882.817667,0.3,1244.78,1,2014,TRUE,8,1
SPWL,100000,35,8056.888121,0.3,3690.82,1,2014,TRUE,8,1
SPWL,100000,45,20226.32535,0.3,10712.00,1,2014,TRUE,8,1
SPWL,100000,55,41249.53748,0.3,21177.20,1,2014,TRUE,8,1
SPWL,250000,26,9344.417818,0.3,3802.47,1,2014,TRUE,8,1
SPWL,250000,35,19785.59928,0.3,9921.09,1,2014,TRUE,8,1
SPWL,250000,45,50228.62188,0.3,27485.56,1,2014,TRUE,8,1
SPWL,250000,55,102828.8672,0.3,53671.95,1,2014,TRUE,8,1
SPWL,500000,26,18447.08474,0.3,8065.28,1,2014,TRUE,8,1
SPWL,500000,35,39333.45121,0.3,20304.87,1,2014,TRUE,8,1
SPWL,500000,45,100232.4494,0.3,55441.50,1,2014,TRUE,8,1
SPWL,500000,55,205461.0833,0.3,107829.87,1,2014,TRUE,8,1
SPWL,1000000,26,36652.41857,0.3,16590.91,1,2014,TRUE,8,1
SPWL,1000000,35,78429.15507,0.3,41072.45,1,2014,TRUE,8,1
SPWL,1000000,45,200240.1045,0.3,111353.37,1,2014,TRUE,8,1
SPWL,1000000,55,410725.5156,0.3,216145.71,1,2014,TRUE,8,1
SPWL,2000000,26,73063.08625,0.3,33642.16,1,2014,TRUE,8,1
SPWL,2000000,35,156620.5628,0.3,82607.59,1,2014,TRUE,8,1
SPWL,2000000,45,400255.4147,0.3,223177.12,1,2014,TRUE,8,1
SPWL,2000000,55,821254.3801,0.3,432777.39,1,2014,TRUE,8,1
