Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality,Reduction
T20,50000,26,108.7965501,0.4,164.9482217,1,2004,TRUE,1,2
T20,50000,35,200.1257784,0.4,869.231247,1,2004,TRUE,1,2
T20,50000,45,860.5585245,0.4,3517.227109,1,2004,TRUE,1,2
T20,50000,55,2971.047129,0.4,9311.424904,1,2004,TRUE,1,2
T20,100000,26,193.1328529,0.4,807.4663558,1,2004,TRUE,1,2
T20,100000,35,432.3542792,0.4,1814.852023,1,2004,TRUE,1,2
T20,100000,45,1697.082856,0.4,6953.052213,1,2004,TRUE,1,2
T20,100000,55,5914.305046,0.4,18547.73993,1,2004,TRUE,1,2
T20,250000,26,446.5088901,0.4,1893.36386,1,2004,TRUE,1,2
T20,250000,35,1044.420071,0.4,4412.163384,1,2004,TRUE,1,2
T20,250000,45,4206.655851,0.4,17260.52753,1,2004,TRUE,1,2
T20,250000,55,14744.0788,0.4,46256.68502,1,2004,TRUE,1,2
T20,500000,26,868.8022856,0.4,3703.193033,1,2004,TRUE,1,2
T20,500000,35,2064.529724,0.4,8741.015652,1,2004,TRUE,1,2
T20,500000,45,8389.277509,0.4,34439.65305,1,2004,TRUE,1,2
T20,500000,55,29460.36838,0.4,92438.26016,1,2004,TRUE,1,2
T20,1000000,26,1713.389076,0.4,7322.851379,1,2004,TRUE,1,2
T20,1000000,35,4104.74903,0.4,17398.72019,1,2004,TRUE,1,2
T20,1000000,45,16754.52082,0.4,68797.90409,1,2004,TRUE,1,2
T20,1000000,55,58892.94756,0.4,184801.4104,1,2004,TRUE,1,2
T20,2000000,26,3402.562658,0.4,14562.16807,1,2004,TRUE,1,2
T20,2000000,35,8185.187641,0.4,34714.12926,1,2004,TRUE,1,2
T20,2000000,45,33485.00746,0.4,137514.4062,1,2004,TRUE,1,2
T20,2000000,55,117758.1059,0.4,369527.711,1,2004,TRUE,1,2
SPWL,50000,26,2622.803117,0.4,1096.75,1,2004,TRUE,1,2
SPWL,50000,35,5507.709864,0.4,2282.94,1,2004,TRUE,1,2
SPWL,50000,45,12391.21245,0.4,5027.13,1,2004,TRUE,1,2
SPWL,50000,55,21856.68872,0.4,8532.26,1,2004,TRUE,1,2
SPWL,100000,26,4996.011289,0.4,2103.98,1,2004,TRUE,1,2
SPWL,100000,35,10771.38035,0.4,4478.67,1,2004,TRUE,1,2
SPWL,100000,45,24554.87647,0.4,9973.80,1,2004,TRUE,1,2
SPWL,100000,55,43519.17475,0.4,16997.26,1,2004,TRUE,1,2
SPWL,250000,26,12115.63581,0.4,5125.68,1,2004,TRUE,1,2
SPWL,250000,35,26562.39182,0.4,11065.86,1,2004,TRUE,1,2
SPWL,250000,45,61045.86853,0.4,24813.82,1,2004,TRUE,1,2
SPWL,250000,55,108506.6328,0.4,42392.27,1,2004,TRUE,1,2
SPWL,500000,26,23981.67667,0.4,10161.84,1,2004,TRUE,1,2
SPWL,500000,35,52880.74427,0.4,22044.51,1,2004,TRUE,1,2
SPWL,500000,45,121864.1886,0.4,49547.18,1,2004,TRUE,1,2
SPWL,500000,55,216819.063,0.4,84717.29,1,2004,TRUE,1,2
SPWL,1000000,26,47713.75839,0.4,20234.17,1,2004,TRUE,1,2
SPWL,1000000,35,105517.4492,0.4,44001.81,1,2004,TRUE,1,2
SPWL,1000000,45,243500.8288,0.4,99013.91,1,2004,TRUE,1,2
SPWL,1000000,55,433443.9233,0.4,169367.32,1,2004,TRUE,1,2
SPWL,2000000,26,95177.92183,0.4,40378.82,1,2004,TRUE,1,2
SPWL,2000000,35,210790.859,0.4,87916.41,1,2004,TRUE,1,2
SPWL,2000000,45,486774.1093,0.4,197947.36,1,2004,TRUE,1,2
SPWL,2000000,55,866693.6439,0.4,338667.39,1,2004,TRUE,1,2
