Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality
T20,50000,26,194.5075452,0.4,154.8399107,2,2024,FALSE,3
T20,50000,35,204.3990655,0.4,659.0374935,2,2024,FALSE,3
T20,50000,45,242.5271982,0.4,778.2142952,2,2024,FALSE,3
T20,50000,55,341.9677508,0.4,1083.417481,2,2024,FALSE,3
T20,100000,26,339.957385,0.4,1082.507541,2,2024,FALSE,3
T20,100000,35,366.4526003,0.4,1165.013511,2,2024,FALSE,3
T20,100000,45,436.4857087,0.4,1400.582783,2,2024,FALSE,3
T20,100000,55,635.0551766,0.4,2011.972994,2,2024,FALSE,3
T20,250000,26,776.24347,0.4,2471.749247,2,2024,FALSE,3
T20,250000,35,842.4227806,0.4,2678.201547,2,2024,FALSE,3
T20,250000,45,1018.36124,0.4,3267.688246,2,2024,FALSE,3
T20,250000,55,1514.317454,0.4,4797.639533,2,2024,FALSE,3
T20,500000,26,1503.386945,0.4,4787.152088,2,2024,FALSE,3
T20,500000,35,1635.706415,0.4,5200.181608,2,2024,FALSE,3
T20,500000,45,1988.153793,0.4,6379.530685,2,2024,FALSE,3
T20,500000,55,2979.754582,0.4,9440.417099,2,2024,FALSE,3
T20,1000000,26,2957.673895,0.4,9417.957772,2,2024,FALSE,3
T20,1000000,35,3222.273682,0.4,10244.14173,2,2024,FALSE,3
T20,1000000,45,3927.738898,0.4,12603.21556,2,2024,FALSE,3
T20,1000000,55,5910.62884,0.4,18725.97223,2,2024,FALSE,3
T20,2000000,26,5866.247795,0.4,18679.56914,2,2024,FALSE,3
T20,2000000,35,6395.408218,0.4,20332.06197,2,2024,FALSE,3
T20,2000000,45,7806.909108,0.4,25050.58532,2,2024,FALSE,3
T20,2000000,55,11772.37735,0.4,37297.08249,2,2024,FALSE,3
SPWL,50000,26,1597.895045,0.4,575.24,2,2024,FALSE,3
SPWL,50000,35,1767.898514,0.4,636.44,2,2024,FALSE,3
SPWL,50000,45,2221.325243,0.4,799.68,2,2024,FALSE,3
SPWL,50000,55,3295.690393,0.4,1186.45,2,2024,FALSE,3
SPWL,100000,26,2791.548989,0.4,1004.96,2,2024,FALSE,3
SPWL,100000,35,3132.213548,0.4,1127.60,2,2024,FALSE,3
SPWL,100000,45,4040.838462,0.4,1454.70,2,2024,FALSE,3
SPWL,100000,55,6193.806115,0.4,2229.77,2,2024,FALSE,3
SPWL,250000,26,6372.51082,0.4,2294.10,2,2024,FALSE,3
SPWL,250000,35,7225.158651,0.4,2601.06,2,2024,FALSE,3
SPWL,250000,45,9499.37812,0.4,3419.78,2,2024,FALSE,3
SPWL,250000,55,14888.15328,0.4,5359.74,2,2024,FALSE,3
SPWL,500000,26,12340.78054,0.4,4442.68,2,2024,FALSE,3
SPWL,500000,35,14046.73382,0.4,5056.82,2,2024,FALSE,3
SPWL,500000,45,18596.94422,0.4,6694.90,2,2024,FALSE,3
SPWL,500000,55,29378.7319,0.4,10576.34,2,2024,FALSE,3
SPWL,1000000,26,24277.31998,0.4,8739.84,2,2024,FALSE,3
SPWL,1000000,35,27689.88417,0.4,9968.36,2,2024,FALSE,3
SPWL,1000000,45,36792.07641,0.4,13245.15,2,2024,FALSE,3
SPWL,1000000,55,58359.88913,0.4,21009.56,2,2024,FALSE,3
SPWL,2000000,26,48150.39885,0.4,17334.14,2,2024,FALSE,3
SPWL,2000000,35,54976.18485,0.4,19791.43,2,2024,FALSE,3
SPWL,2000000,45,73182.34079,0.4,26345.64,2,2024,FALSE,3
SPWL,2000000,55,116322.2036,0.4,41875.99,2,2024,FALSE,3
