Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality,Reduction
T20,50000,26,136.5191975,0.3,-1167.407485,2,2004,TRUE,2,1
T20,50000,35,255.6689263,0.3,-547.8120063,2,2004,TRUE,2,1
T20,50000,45,973.328059,0.3,1429.205781,2,2004,TRUE,2,1
T20,50000,55,3090.346566,0.3,5342.256658,2,2004,TRUE,2,1
T20,100000,26,224.344383,0.3,-668.5143466,2,2004,TRUE,2,1
T20,100000,35,536.0316243,0.3,248.8602706,2,2004,TRUE,2,1
T20,100000,45,1898.254952,0.3,4060.325164,2,2004,TRUE,2,1
T20,100000,55,6124.703445,0.3,11897.90899,2,2004,TRUE,2,1
T20,250000,26,488.1960741,0.3,124.6399786,2,2004,TRUE,2,1
T20,250000,35,1267.049603,0.3,2418.885645,2,2004,TRUE,2,1
T20,250000,45,4673.035631,0.3,11953.68331,2,2004,TRUE,2,1
T20,250000,55,15227.77408,0.3,31564.86601,2,2004,TRUE,2,1
T20,500000,26,927.9488926,0.3,1446.563854,2,2004,TRUE,2,1
T20,500000,35,2485.412902,0.3,6035.594604,2,2004,TRUE,2,1
T20,500000,45,9297.670097,0.3,25109.28023,2,2004,TRUE,2,1
T20,500000,55,30399.55847,0.3,64343.12769,2,2004,TRUE,2,1
T20,1000000,26,1807.45453,0.3,4090.411605,2,2004,TRUE,2,1
T20,1000000,35,4922.139499,0.3,13269.01252,2,2004,TRUE,2,1
T20,1000000,45,18546.93903,0.3,51420.47405,2,2004,TRUE,2,1
T20,1000000,55,60743.12726,0.3,129899.6511,2,2004,TRUE,2,1
T20,2000000,26,3566.465803,0.3,9378.107106,2,2004,TRUE,2,1
T20,2000000,35,9795.592692,0.3,27735.84835,2,2004,TRUE,2,1
T20,2000000,45,37045.47689,0.3,104042.8617,2,2004,TRUE,2,1
T20,2000000,55,121430.2648,0.3,261012.6978,2,2004,TRUE,2,1
SPWL,50000,26,3040.448303,0.3,-419.32,2,2004,TRUE,2,1
SPWL,50000,35,6108.814936,0.3,488.17,2,2004,TRUE,2,1
SPWL,50000,45,13121.38791,0.3,2513.48,2,2004,TRUE,2,1
SPWL,50000,55,22262.41059,0.3,5017.03,2,2004,TRUE,2,1
SPWL,100000,26,5582.378064,0.3,349.56,2,2004,TRUE,2,1
SPWL,100000,35,11731.1296,0.3,2168.12,2,2004,TRUE,2,1
SPWL,100000,45,25791.41572,0.3,6229.11,2,2004,TRUE,2,1
SPWL,100000,55,44138.68597,0.3,11254.94,2,2004,TRUE,2,1
SPWL,250000,26,13208.16735,0.3,2656.21,2,2004,TRUE,2,1
SPWL,250000,35,28598.07359,0.3,7207.96,2,2004,TRUE,2,1
SPWL,250000,45,63801.49915,0.3,17375.98,2,2004,TRUE,2,1
SPWL,250000,55,109767.5121,0.3,29968.65,2,2004,TRUE,2,1
SPWL,500000,26,25917.81616,0.3,6500.61,2,2004,TRUE,2,1
SPWL,500000,35,56709.64691,0.3,15607.69,2,2004,TRUE,2,1
SPWL,500000,45,127151.6382,0.3,35954.11,2,2004,TRUE,2,1
SPWL,500000,55,219148.889,0.3,61158.17,2,2004,TRUE,2,1
SPWL,1000000,26,51337.11377,0.3,14189.42,2,2004,TRUE,2,1
SPWL,1000000,35,112932.7935,0.3,32407.16,2,2004,TRUE,2,1
SPWL,1000000,45,253851.9163,0.3,73110.36,2,2004,TRUE,2,1
SPWL,1000000,55,437911.6427,0.3,123537.21,2,2004,TRUE,2,1
SPWL,2000000,26,102175.709,0.3,29567.04,2,2004,TRUE,2,1
SPWL,2000000,35,225379.0868,0.3,66006.10,2,2004,TRUE,2,1
SPWL,2000000,45,507252.4725,0.3,147422.86,2,2004,TRUE,2,1
SPWL,2000000,55,875437.1503,0.3,248295.29,2,2004,TRUE,2,1
