Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality
T20,50000,26,181.4430342,0.4,156.0896838,3,2004,FALSE,1
T20,50000,35,269.7970781,0.4,963.7608048,3,2004,FALSE,1
T20,50000,45,932.6611033,0.4,3100.458591,3,2004,FALSE,1
T20,50000,55,3054.414762,0.4,7680.179992,3,2004,FALSE,1
T20,100000,26,265.779337,0.4,914.566114,3,2004,FALSE,1
T20,100000,35,505.2855335,0.4,1724.285245,3,2004,FALSE,1
T20,100000,45,1769.185435,0.4,5881.328343,3,2004,FALSE,1
T20,100000,55,5997.67268,0.4,15080.86141,3,2004,FALSE,1
T20,250000,26,519.1553743,0.4,1786.451568,3,2004,FALSE,1
T20,250000,35,1117.351325,0.4,3812.957776,3,2004,FALSE,1
T20,250000,45,4278.75843,0.4,14223.9376,3,2004,FALSE,1
T20,250000,55,14827.44643,0.4,37282.90565,3,2004,FALSE,1
T20,500000,26,941.4487697,0.4,3239.59399,3,2004,FALSE,1
T20,500000,35,2137.460978,0.4,7294.07866,3,2004,FALSE,1
T20,500000,45,8461.380088,0.4,28128.28636,3,2004,FALSE,1
T20,500000,55,29543.73602,0.4,74286.31273,3,2004,FALSE,1
T20,1000000,26,1786.035561,0.4,6145.878835,3,2004,FALSE,1
T20,1000000,35,4177.680284,0.4,14256.32043,3,2004,FALSE,1
T20,1000000,45,16826.6234,0.4,55936.98387,3,2004,FALSE,1
T20,1000000,55,58976.31519,0.4,148293.1269,3,2004,FALSE,1
T20,2000000,26,3475.209142,0.4,11958.44853,3,2004,FALSE,1
T20,2000000,35,8258.118895,0.4,28180.80396,3,2004,FALSE,1
T20,2000000,45,33557.11004,0.4,111554.3789,3,2004,FALSE,1
T20,2000000,55,117841.4735,0.4,296306.7552,3,2004,FALSE,1
SPWL,50000,26,3371.587951,0.4,1213.77,3,2004,FALSE,1
SPWL,50000,35,6239.827984,0.4,2246.34,3,2004,FALSE,1
SPWL,50000,45,13073.85773,0.4,4706.59,3,2004,FALSE,1
SPWL,50000,55,22439.29679,0.4,8078.15,3,2004,FALSE,1
SPWL,100000,26,5744.796123,0.4,2068.13,3,2004,FALSE,1
SPWL,100000,35,11503.49847,0.4,4141.26,3,2004,FALSE,1
SPWL,100000,45,25237.52175,0.4,9085.51,3,2004,FALSE,1
SPWL,100000,55,44101.78282,0.4,15876.64,3,2004,FALSE,1
SPWL,250000,26,12864.42064,0.4,4631.19,3,2004,FALSE,1
SPWL,250000,35,27294.50994,0.4,9826.02,3,2004,FALSE,1
SPWL,250000,45,61728.51382,0.4,22222.26,3,2004,FALSE,1
SPWL,250000,55,109089.2409,0.4,39272.13,3,2004,FALSE,1
SPWL,500000,26,24730.4615,0.4,8902.97,3,2004,FALSE,1
SPWL,500000,35,53612.86239,0.4,19300.63,3,2004,FALSE,1
SPWL,500000,45,122546.8339,0.4,44116.86,3,2004,FALSE,1
SPWL,500000,55,217401.6711,0.4,78264.60,3,2004,FALSE,1
SPWL,1000000,26,48462.54322,0.4,17446.52,3,2004,FALSE,1
SPWL,1000000,35,106249.5673,0.4,38249.84,3,2004,FALSE,1
SPWL,1000000,45,244183.4741,0.4,87906.05,3,2004,FALSE,1
SPWL,1000000,55,434026.5313,0.4,156249.55,3,2004,FALSE,1
SPWL,2000000,26,95926.70666,0.4,34533.61,3,2004,FALSE,1
SPWL,2000000,35,211522.9771,0.4,76148.27,3,2004,FALSE,1
SPWL,2000000,45,487456.7546,0.4,175484.43,3,2004,FALSE,1
SPWL,2000000,55,867276.2519,0.4,312219.45,3,2004,FALSE,1
