Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality
T20,50000,26,243.6075403,0.4,193.9265119,3,2024,FALSE,3
T20,50000,35,252.8508244,0.4,815.2589797,3,2024,FALSE,3
T20,50000,45,291.0958858,0.4,934.0601027,3,2024,FALSE,3
T20,50000,55,390.848076,0.4,1238.279448,3,2024,FALSE,3
T20,100000,26,389.0573801,0.4,1238.853946,3,2024,FALSE,3
T20,100000,35,415.591747,0.4,1321.234997,3,2024,FALSE,3
T20,100000,45,485.0543963,0.4,1556.42859,3,2024,FALSE,3
T20,100000,55,683.9355017,0.4,2166.834961,3,2024,FALSE,3
T20,250000,26,825.343465,0.4,2628.095651,3,2024,FALSE,3
T20,250000,35,891.5619273,0.4,2834.423033,3,2024,FALSE,3
T20,250000,45,1066.929928,0.4,3423.534053,3,2024,FALSE,3
T20,250000,55,1563.197779,0.4,4952.5015,3,2024,FALSE,3
T20,500000,26,1552.48694,0.4,4943.498493,3,2024,FALSE,3
T20,500000,35,1684.845561,0.4,5356.403094,3,2024,FALSE,3
T20,500000,45,2036.72248,0.4,6535.376492,3,2024,FALSE,3
T20,500000,55,3028.634907,0.4,9595.279066,3,2024,FALSE,3
T20,1000000,26,3006.77389,0.4,9574.304177,3,2024,FALSE,3
T20,1000000,35,3271.412829,0.4,10400.36322,3,2024,FALSE,3
T20,1000000,45,3976.307585,0.4,12759.06137,3,2024,FALSE,3
T20,1000000,55,5959.509165,0.4,18880.8342,3,2024,FALSE,3
T20,2000000,26,5915.34779,0.4,18835.91554,3,2024,FALSE,3
T20,2000000,35,6444.547365,0.4,20488.28346,3,2024,FALSE,3
T20,2000000,45,7855.477795,0.4,25206.43112,3,2024,FALSE,3
T20,2000000,55,11821.25768,0.4,37451.94446,3,2024,FALSE,3
SPWL,50000,26,2002.136146,0.4,720.77,3,2024,FALSE,3
SPWL,50000,35,2171.481994,0.4,781.73,3,2024,FALSE,3
SPWL,50000,45,2623.137267,0.4,944.33,3,2024,FALSE,3
SPWL,50000,55,3693.265062,0.4,1329.58,3,2024,FALSE,3
SPWL,100000,26,3195.79009,0.4,1150.48,3,2024,FALSE,3
SPWL,100000,35,3535.797028,0.4,1272.89,3,2024,FALSE,3
SPWL,100000,45,4442.650486,0.4,1599.35,3,2024,FALSE,3
SPWL,100000,55,6591.380785,0.4,2372.90,3,2024,FALSE,3
SPWL,250000,26,6776.751921,0.4,2439.63,3,2024,FALSE,3
SPWL,250000,35,7628.742131,0.4,2746.35,3,2024,FALSE,3
SPWL,250000,45,9901.190144,0.4,3564.43,3,2024,FALSE,3
SPWL,250000,55,15285.72795,0.4,5502.86,3,2024,FALSE,3
SPWL,500000,26,12745.02164,0.4,4588.21,3,2024,FALSE,3
SPWL,500000,35,14450.3173,0.4,5202.11,3,2024,FALSE,3
SPWL,500000,45,18998.75624,0.4,6839.55,3,2024,FALSE,3
SPWL,500000,55,29776.30657,0.4,10719.47,3,2024,FALSE,3
SPWL,1000000,26,24681.56108,0.4,8885.36,3,2024,FALSE,3
SPWL,1000000,35,28093.46765,0.4,10113.65,3,2024,FALSE,3
SPWL,1000000,45,37193.88843,0.4,13389.80,3,2024,FALSE,3
SPWL,1000000,55,58757.46379,0.4,21152.69,3,2024,FALSE,3
SPWL,2000000,26,48554.63995,0.4,17479.67,3,2024,FALSE,3
SPWL,2000000,35,55379.76833,0.4,19936.72,3,2024,FALSE,3
SPWL,2000000,45,73584.15282,0.4,26490.30,3,2024,FALSE,3
SPWL,2000000,55,116719.7783,0.4,42019.12,3,2024,FALSE,3
