Type,Death Benefit,Age,Premium,Loading,Profit,Expenses,Year,Intervention,Mortality,Reduction
T20,50000,26,105.422887,0.4,-369.5437807,1,2014,TRUE,1,2
T20,50000,35,188.5366944,0.4,265.2981487,1,2014,TRUE,1,2
T20,50000,45,802.7427094,0.4,2663.284233,1,2014,TRUE,1,2
T20,50000,55,2866.672204,0.4,8329.621749,1,2014,TRUE,1,2
T20,100000,26,186.3176284,0.4,234.8957884,1,2014,TRUE,1,2
T20,100000,35,387.9747974,0.4,1064.316715,1,2014,TRUE,1,2
T20,100000,45,1581.198264,0.4,5771.656204,1,2014,TRUE,1,2
T20,100000,55,5705.364483,0.4,17109.97575,1,2014,TRUE,1,2
T20,250000,26,429.4083475,0.4,1252.125723,1,2014,TRUE,1,2
T20,250000,35,933.4131426,0.4,3325.960608,1,2014,TRUE,1,2
T20,250000,45,3916.564928,0.4,15096.77212,1,2014,TRUE,1,2
T20,250000,55,14221.44132,0.4,43451.03776,1,2014,TRUE,1,2
T20,500000,26,834.5595458,0.4,2947.508948,1,2014,TRUE,1,2
T20,500000,35,1842.477051,0.4,7095.367097,1,2014,TRUE,1,2
T20,500000,45,7808.842702,0.4,30638.63197,1,2014,TRUE,1,2
T20,500000,55,28414.90271,0.4,87352.80777,1,2014,TRUE,1,2
T20,1000000,26,1644.861943,0.4,6338.275398,1,2014,TRUE,1,2
T20,1000000,35,3660.604869,0.4,14634.18008,1,2014,TRUE,1,2
T20,1000000,45,15593.39825,0.4,61722.35168,1,2014,TRUE,1,2
T20,1000000,55,56801.8255,0.4,175156.3478,1,2014,TRUE,1,2
T20,2000000,26,3265.466736,0.4,13119.8083,1,2014,TRUE,1,2
T20,2000000,35,7296.860504,0.4,29711.80603,1,2014,TRUE,1,2
T20,2000000,45,31162.50934,0.4,123889.7911,1,2014,TRUE,1,2
T20,2000000,55,113575.6711,0.4,350763.4278,1,2014,TRUE,1,2
SPWL,50000,26,1875.023746,0.4,261.12,1,2014,TRUE,1,2
SPWL,50000,35,3743.097588,0.4,1034.52,1,2014,TRUE,1,2
SPWL,50000,45,9255.192091,0.4,3288.57,1,2014,TRUE,1,2
SPWL,50000,55,19444.19289,0.4,7272.37,1,2014,TRUE,1,2
SPWL,100000,26,3517.912382,0.4,963.87,1,2014,TRUE,1,2
SPWL,100000,35,7257.607573,0.4,2512.14,1,2014,TRUE,1,2
SPWL,100000,45,18293.1553,0.4,7024.94,1,2014,TRUE,1,2
SPWL,100000,55,38698.04451,0.4,15003.41,1,2014,TRUE,1,2
SPWL,250000,26,8446.578291,0.4,3072.11,1,2014,TRUE,1,2
SPWL,250000,35,17801.13753,0.4,6945.01,1,2014,TRUE,1,2
SPWL,250000,45,45407.04492,0.4,18234.04,1,2014,TRUE,1,2
SPWL,250000,55,96459.59938,0.4,38196.50,1,2014,TRUE,1,2
SPWL,500000,26,16661.02147,0.4,6585.84,1,2014,TRUE,1,2
SPWL,500000,35,35373.68745,0.4,14333.11,1,2014,TRUE,1,2
SPWL,500000,45,90596.86096,0.4,36915.87,1,2014,TRUE,1,2
SPWL,500000,55,192728.8575,0.4,76851.67,1,2014,TRUE,1,2
SPWL,1000000,26,33089.90783,0.4,13613.30,1,2014,TRUE,1,2
SPWL,1000000,35,70518.7873,0.4,29109.33,1,2014,TRUE,1,2
SPWL,1000000,45,180976.493,0.4,74279.53,1,2014,TRUE,1,2
SPWL,1000000,55,385267.3737,0.4,154162.00,1,2014,TRUE,1,2
SPWL,2000000,26,65947.68056,0.4,27668.22,1,2014,TRUE,1,2
SPWL,2000000,35,140808.987,0.4,58661.76,1,2014,TRUE,1,2
SPWL,2000000,45,361735.7572,0.4,149006.85,1,2014,TRUE,1,2
SPWL,2000000,55,770344.4062,0.4,308782.65,1,2014,TRUE,1,2
